"peaks","time","vol","treatment","Event","peak_red","time_diff","vol_red","City","Soil","Rain"
29.1378326416016,42,726.053188794345,"10%","6_month",14.5629412965485,5,15.5680583575097,"Los_Angeles","med",1.22
23.6465663909912,44,670.90640055225,"15%","6_month",30.6642636831641,15,21.9810188382137,"Los_Angeles","med",1.22
20.1444435119629,44,632.438728683757,"20%","6_month",40.9330809175333,15,26.4543828788241,"Los_Angeles","med",1.22
104.322143554688,41,1681.90331768337,"1%","2yr",-0.0520465991575519,0,0.813561666678941,"Los_Angeles","med",2.44
104.501235961914,41,1628.36587577217,"5%","2yr",-0.223808425197813,0,3.97081103102605,"Los_Angeles","med",2.44
104.632263183594,41,1564.1255149327,"10%","2yr",-0.34947246202219,0,7.75924079504517,"Los_Angeles","med",2.44
104.018081665039,41,1501.84469334998,"15%","2yr",0.239569478844005,0,11.4321111701225,"Los_Angeles","med",2.44
93.6078948974609,41,1443.0193101064,"20%","2yr",10.223648180502,0,14.9012048963658,"Los_Angeles","med",2.44
239.005508422852,41,3029.26137819504,"1%","10yr",0.0590388980392552,0,0.449196048802141,"Los_Angeles","med",3.94
238.433944702148,41,2975.95798522515,"5%","10yr",0.298040199536545,0,2.2009087473744,"Los_Angeles","med",3.94
237.685089111328,41,2910.6911587432,"10%","10yr",0.61117669570779,0,4.34577650107514,"Los_Angeles","med",3.94
236.913665771484,41,2847.01331768807,"15%","10yr",0.933749972404276,0,6.43842532845757,"Los_Angeles","med",3.94
236.091339111328,41,2784.30476652382,"20%","10yr",1.27760864452484,0,8.49922032223106,"Los_Angeles","med",3.94
387.521850585938,41,4592.65612805845,"1%","50yr",0.060561886810896,0,0.284086335611362,"Los_Angeles","med",5.57
386.579895019531,41,4540.5030338753,"5%","50yr",0.303486279053276,0,1.41643617672529,"Los_Angeles","med",5.57
385.366607666016,41,4476.15950770988,"10%","50yr",0.616385425764231,0,2.81346511184944,"Los_Angeles","med",5.57
384.173980712891,41,4413.54468090525,"15%","50yr",0.923956385682336,0,4.17296046479251,"Los_Angeles","med",5.57
382.938171386719,41,4351.67512347378,"20%","50yr",1.24266380691784,0,5.51627450252317,"Los_Angeles","med",5.57
439.483093261719,41,5279.35361213246,"1%","100yr",0.106088423945269,0,0.244411275717364,"Los_Angeles","med",6.29
438.296875,41,5225.27843862427,"5%","100yr",0.375714227446811,0,1.26618423600557,"Los_Angeles","med",6.29
436.779632568359,41,5161.21647881032,"10%","100yr",0.720581376216715,0,2.47666168941702,"Los_Angeles","med",6.29
435.31103515625,41,5097.39051301056,"15%","100yr",1.05439157796368,0,3.68267993748784,"Los_Angeles","med",6.29
434.011169433594,41,5035.12814594992,"20%","100yr",1.34984929533813,0,4.85915333514546,"Los_Angeles","med",6.29
20.0185737609863,49,458.667810317312,"1%","1_month",-0.0104246034362695,0,2.81835656142928,"Columbus","med",0.655
14.306360244751,50,410.348635149743,"5%","1_month",28.5271178811107,5,13.0561294043326,"Columbus","med",0.655
6.04511404037476,52,369.457113215886,"10%","1_month",69.7993259074074,15,21.7201455285236,"Columbus","med",0.655
4.70395517349243,53,361.892944203606,"15%","1_month",76.4995968327501,20,23.3228269448452,"Columbus","med",0.655
4.69429397583008,53,360.002849786026,"20%","1_month",76.5478630325267,20,23.7232964733858,"Columbus","med",0.655
93.9179534912109,49,1000.48303554543,"1%","6_month",-0.00842474561452182,0,1.37661595968349,"Columbus","med",1.31
93.860725402832,49,946.904928804002,"5%","6_month",0.0525145184689191,0,6.65811900329281,"Columbus","med",1.31
85.5625457763672,49,890.482250240955,"10%","6_month",8.88882154869572,0,12.220027900102,"Columbus","med",1.31
73.0814208984375,50,824.619083621723,"15%","6_month",22.1793330184954,5,18.7125401615005,"Columbus","med",1.31
67.1586303710938,50,794.49445738101,"20%","6_month",28.4862096988239,5,21.6820983421538,"Columbus","med",1.31
270.2919921875,49,2064.74375783713,"1%","2yr",0.0754094380485066,0,0.67145650952871,"Columbus","med",2.62
269.487182617188,49,2011.1732273554,"5%","2yr",0.372940512287767,0,3.24857182786537,"Columbus","med",2.62
268.388366699219,49,1947.46985020209,"10%","2yr",0.779163167340809,0,6.31314758650121,"Columbus","med",2.62
267.172302246094,49,1885.17152194725,"15%","2yr",1.22873158256476,0,9.31013071525821,"Columbus","med",2.62
264.061676025391,49,1835.82758779898,"20%","2yr",2.3787029486399,0,11.6839173366895,"Columbus","med",2.62
413.418304443359,49,2950.07535769324,"1%","10yr",0.0654260624265995,0,0.460278777814197,"Columbus","med",3.73
411.982971191406,49,2896.42896662195,"5%","10yr",0.412385583692836,0,2.27038400034249,"Columbus","med",3.73
410.369567871094,49,2832.51233404012,"10%","10yr",0.802389537731562,0,4.42702171878768,"Columbus","med",3.73
408.603668212891,49,2770.66492422866,"15%","10yr",1.22925605056448,0,6.51384092999614,"Columbus","med",3.73
407.119995117188,49,2709.23306049203,"20%","10yr",1.58790064149852,0,8.58663902803682,"Columbus","med",3.73
598.561279296875,49,4139.39812696867,"1%","50yr",-0.0686421497084571,0,0.301285734990465,"Columbus","med",5.03
596.62060546875,49,4084.95606281457,"5%","50yr",0.255803486106929,0,1.61254008444143,"Columbus","med",5.03
595.141235351562,49,4021.44861994176,"10%","50yr",0.503127467767934,0,3.14213695008883,"Columbus","med",5.03
593.971801757812,49,3963.1389736962,"15%","50yr",0.69863565691823,0,4.54654323854284,"Columbus","med",5.03
592.814697265625,49,3903.96951938944,"20%","50yr",0.892082642821742,0,5.9716582763337,"Columbus","med",5.03
671.250244140625,49,4749.02617084769,"1%","100yr",-0.127251193053908,0,0.260884604857861,"Columbus","med",5.65
672.002990722656,49,4691.69941642455,"5%","100yr",-0.239534870805488,0,1.46486191914116,"Columbus","med",5.65
668.098022460938,49,4622.71527634662,"10%","100yr",0.342950933043403,0,2.9136678132639,"Columbus","med",5.65
667.321655273438,49,4546.40938093578,"15%","100yr",0.458757985747539,0,4.51624531734895,"Columbus","med",5.65
666.346496582031,49,4458.67429168789,"20%","100yr",0.604217834887002,0,6.35885891346139,"Columbus","med",5.65
14.108904838562,49,378.063276008552,"1%","1_month",0.577873433292241,0,3.33224186661719,"Colorado_Springs","med",0.49
7.13199472427368,51,334.271204506014,"5%","1_month",49.7425143720723,10,14.5295245565956,"Colorado_Springs","med",0.49
3.83686423301697,54,312.547654601125,"10%","1_month",72.9625221972107,25,20.0840626492,"Colorado_Springs","med",0.49
3.81870007514954,54,311.239174004899,"15%","1_month",73.0905207359447,25,20.4186306800694,"Colorado_Springs","med",0.49
3.80256986618042,54,309.684236839175,"20%","1_month",73.2041865162462,25,20.8162156860391,"Colorado_Springs","med",0.49
53.5922546386719,49,728.664527943248,"1%","6_month",-0.0872787406271174,0,1.89137842067468,"Colorado_Springs","med",0.98
51.9185905456543,49,677.845337942215,"5%","6_month",3.03840585177204,0,8.73375991391439,"Colorado_Springs","med",0.98
40.5019607543945,50,613.376029065962,"10%","6_month",24.3597593925098,5,17.4140164455094,"Colorado_Springs","med",0.98
33.9635200500488,51,579.364666950477,"15%","6_month",36.5707540915962,10,21.993363630975,"Colorado_Springs","med",0.98
29.0669631958008,51,556.632619086718,"20%","6_month",45.7154160216582,10,25.0540449130509,"Colorado_Springs","med",0.98
175.121246337891,49,1547.86351062531,"1%","2yr",0.053775515829117,0,0.891692876020402,"Colorado_Springs","med",1.96
174.730056762695,49,1495.20547708731,"5%","2yr",0.277037523814716,0,4.26333935815764,"Colorado_Springs","med",1.96
173.770309448242,49,1432.72592018983,"10%","2yr",0.824790138328044,0,8.26384913919425,"Colorado_Springs","med",1.96
169.539031982422,49,1380.18520608566,"15%","2yr",3.23968962252723,0,11.6279837636003,"Colorado_Springs","med",1.96
161.207260131836,49,1324.51066491672,"20%","2yr",7.99484730409623,0,15.1927745137414,"Colorado_Springs","med",1.96
318.36376953125,49,2349.02124496154,"1%","10yr",0.0705588672265269,0,0.591767017228583,"Colorado_Springs","med",2.99
317.404449462891,49,2295.3457184578,"5%","10yr",0.371674532616952,0,2.86326168999995,"Colorado_Springs","med",2.99
316.134887695312,49,2231.36200350691,"10%","10yr",0.770170247454143,0,5.57098860246756,"Colorado_Springs","med",2.99
314.850555419922,49,2170.73035494181,"15%","10yr",1.17330219521797,0,8.13685941339235,"Colorado_Springs","med",2.99
313.081115722656,49,2106.78758896113,"20%","10yr",1.72870182604356,0,10.8428534063391,"Colorado_Springs","med",2.99
527.191223144531,49,3626.94350154381,"1%","50yr",0.0744799332804176,0,0.378821348371223,"Colorado_Springs","med",4.48
525.815307617188,49,3575.25096151007,"5%","50yr",0.33527538776014,0,1.79865922659171,"Colorado_Springs","med",4.48
524.018310546875,49,3510.53867186593,"10%","50yr",0.675883992240112,0,3.57611028554828,"Colorado_Springs","med",4.48
522.015563964844,49,3448.81998455593,"15%","50yr",1.05549102093386,0,5.27133613398968,"Colorado_Springs","med",4.48
520.415588378906,49,3391.29203017529,"20%","50yr",1.35875553957519,0,6.85145521176898,"Colorado_Springs","med",4.48
624.889038085938,49,4332.25804257929,"1%","100yr",-0.0499459057794087,0,0.385289740624091,"Colorado_Springs","med",5.25
623.249389648438,49,4255.81720889561,"5%","100yr",0.212575481983854,0,2.14294854685044,"Colorado_Springs","med",5.25
622.304321289062,49,4227.26820791736,"10%","100yr",0.363888807182126,0,2.79939616208773,"Colorado_Springs","med",5.25
620.635437011719,49,4165.44252793852,"15%","100yr",0.631091096700101,0,4.22099827746269,"Colorado_Springs","med",5.25
618.465270996094,49,4105.92451366278,"20%","100yr",0.978552772672055,0,5.58953858346928,"Colorado_Springs","med",5.25
74.0536193847656,50,989.056671051889,"1%","1_month",0.120702780362306,0,1.53942434120437,"New_Orleans","high",1.3425
69.292366027832,50,930.448020460163,"5%","1_month",6.54240968849216,0,7.37391456279023,"New_Orleans","high",1.3425
55.3931350708008,51,868.19033298349,"10%","1_month",25.2888994808237,5,13.5716663474471,"New_Orleans","high",1.3425
47.6459732055664,51,803.133497918915,"15%","1_month",35.7378294450162,5,20.048073229355,"New_Orleans","high",1.3425
46.8194923400879,51,748.234182336802,"20%","1_month",36.8525396873417,5,25.5132992105315,"New_Orleans","high",1.3425
247.520309448242,49,2170.69314176581,"1%","6_month",-0.0707340056539086,0,0.667435315600327,"New_Orleans","high",2.685
245.518646240234,49,2113.35072473964,"5%","6_month",0.738524462485406,0,3.29146781416784,"New_Orleans","high",2.685
234.96484375,49,2048.91209698034,"10%","6_month",5.00535316879524,0,6.24022829851143,"New_Orleans","high",2.685
228.481796264648,50,1987.79175898048,"15%","6_month",7.62640403083894,5,9.03714132646931,"New_Orleans","high",2.685
220.110000610352,50,1934.80729541113,"20%","6_month",11.011062598608,5,11.4617505692525,"New_Orleans","high",2.685
543.851196289062,49,4457.90243159806,"1%","2yr",-0.0436644009606842,0,0.309477971450911,"New_Orleans","high",5.37
544.656555175781,49,4401.29412195737,"5%","2yr",-0.191813480589439,0,1.57538991677152,"New_Orleans","high",5.37
543.207092285156,49,4332.53289444343,"10%","2yr",0.0748211797382359,0,3.11307333882235,"New_Orleans","high",5.37
537.732849121094,49,4271.67226599282,"15%","2yr",1.08183072516476,0,4.47407841112317,"New_Orleans","high",5.37
535.839599609375,49,4199.01064832236,"20%","2yr",1.43010175972364,0,6.09898490204652,"New_Orleans","high",5.37
779.804504394531,49,6995.11361648056,"1%","10yr",-0.0157112204103392,0,0.395782876860659,"New_Orleans","high",8.13
780.273254394531,49,6940.5622389987,"5%","10yr",-0.0758318844618613,0,1.17254613546854,"New_Orleans","high",8.13
780.936950683594,49,6904.72760314029,"10%","10yr",-0.160955855932727,0,1.68279958469912,"New_Orleans","high",8.13
777.997924804688,49,6876.89855008872,"15%","10yr",0.215996010743437,0,2.07906063126022,"New_Orleans","high",8.13
778.290771484375,49,6766.1296582082,"20%","10yr",0.178436252134166,0,3.65631146123432,"New_Orleans","high",8.13
1011.54272460938,49,10688.0513577958,"1%","50yr",-0.00751273045753253,0,0.147068061411597,"New_Orleans","high",11.9
1011.84478759766,49,10610.1397113944,"5%","50yr",-0.0373765883164309,0,0.874956248407283,"New_Orleans","high",11.9
