"event","vol","dur","avg_int","max_int","start","end","delta","year","RI","peak_out","peak_baseline","vol_out","vol_baseline","sub_peak","sub_vol","peak_red","vol_red","city","soil","ratio","rain"
105,1.19,9,0.132222222222222,1.19,1999-12-12 15:00:00,1999-12-12 23:00:00,72,1999,NA,99.514404296875,100.623779296875,569.391137932544,635.553965865918,0.849411090940532,8.06536452405105,1.10249784668389,10.4102612031112,"New_Orleans","med",0.1,"Dry"
106,0.66,6,0.11,0.66,1999-12-18 09:00:00,1999-12-18 14:00:00,130,1999,NA,6.14843130111694,15.8227033615112,131.014416537248,188.341508240686,0.0478875727310608,31.9063754519802,61.1417141518748,30.4378425334574,"New_Orleans","med",0.1,"Dry"
107,1.88,11,0.170909090909091,1.88,1999-12-20 17:00:00,1999-12-21 03:00:00,51,1999,NA,78.3840179443359,78.8657989501953,1275.57709115744,1348.11608958244,0.604638672373334,5.22552399548588,0.610887117448243,5.38076794613991,"New_Orleans","med",0.1,"Dry"
1,0.85,16,0.053125,0.85,2002-01-01 10:00:00,2002-01-02 01:00:00,NA,2002,NA,10.358211517334,11.1301946640015,272.454274296761,380.846882224083,4.23026375676806,43.0457397785659,6.93593571336462,28.4609413878689,"New_Orleans","med",0.1,"Norm"
2,1.24,6,0.206666666666667,1.24,2002-01-05 14:00:00,2002-01-05 19:00:00,85,2002,NA,75.130989074707,75.5872268676758,678.841154813766,741.421961128712,0.694209205442982,8.72020465880819,0.60359112494952,8.44064643292662,"New_Orleans","med",0.1,"Norm"
4,0.31,3,0.103333333333333,0.31,2002-01-12 11:00:00,2002-01-12 13:00:00,12,2002,NA,2.73786306381226,7.99646234512329,62.2842485308647,102.606346607208,53.3160237043985,56.0020481631853,65.7615712342851,39.2978596447862,"New_Orleans","med",0.1,"Norm"
5,0.24,5,0.048,0.24,2002-01-14 03:00:00,2002-01-14 07:00:00,38,2002,NA,1.90029406547546,4.43729257583618,59.5533007979393,86.1217867732048,56.2379704354821,58.7777510020438,57.1744699499026,30.8499010189275,"New_Orleans","med",0.1,"Norm"
7,0.19,4,0.0475,0.19,2002-01-19 14:00:00,2002-01-19 17:00:00,9,2002,NA,0.961036443710327,3.54331421852112,27.4319860935211,37.5017611533403,57.2721857991366,61.168981495059,72.8774705137091,26.8514724379079,"New_Orleans","med",0.1,"Norm"
11,0.21,8,0.02625,0.21,2002-01-24 20:00:00,2002-01-25 03:00:00,51,2002,NA,0.835986793041229,3.37046146392822,25.0970251681283,47.9683047684375,54.3619386521074,59.1898881336177,75.1966666289399,47.6799830861611,"New_Orleans","med",0.1,"Norm"
13,0.5,8,0.0625,0.5,2002-02-01 01:00:00,2002-02-01 08:00:00,36,2002,NA,3.49882173538208,10.6455841064453,93.6210427582264,153.198381038383,36.0452751036012,45.1771928582524,67.1335860916853,38.8890129754241,"New_Orleans","med",0.1,"Norm"
14,0.87,17,0.0511764705882353,0.87,2002-02-05 15:00:00,2002-02-06 07:00:00,103,2002,NA,19.5841979980469,19.9749145507812,289.176876455545,360.877919930965,2.66155788282909,27.5007863729674,1.95603616596745,19.8685038666637,"New_Orleans","med",0.1,"Norm"
15,0.19,4,0.0475,0.19,2002-02-06 19:00:00,2002-02-06 22:00:00,12,2002,NA,2.35832595825195,4.67264604568481,74.2171839475632,101.231935024261,55.1423138141583,56.9641175229654,49.5291118737773,26.6859969338963,"New_Orleans","med",0.1,"Norm"
18,1.14,3,0.38,1.14,2002-02-20 03:00:00,2002-02-20 05:00:00,102,2002,NA,124.316024780273,125.789726257324,581.441510634439,639.921111993572,0.665496029936863,7.92438715383508,1.17155949130223,9.13856415472046,"New_Orleans","med",0.1,"Norm"
19,1.6,17,0.0941176470588235,1.6,2002-03-01 07:00:00,2002-03-01 23:00:00,218,2002,NA,36.9331932067871,37.8696632385254,663.830465412029,763.59609134178,2.44717728106594,15.2712875327362,2.4728765762712,13.0652352809251,"New_Orleans","med",0.1,"Norm"
21,0.43,2,0.215,0.43,2002-03-09 15:00:00,2002-03-09 16:00:00,164,2002,NA,3.76075100898743,19.4695224761963,56.8741458058357,101.762437723577,1.09411625992175,41.7770826657967,80.6839073039137,44.1108653859825,"New_Orleans","med",0.1,"Norm"
22,0.38,4,0.095,0.38,2002-03-12 06:00:00,2002-03-12 09:00:00,62,2002,NA,2.90327405929565,12.614164352417,62.5430218577385,105.068920046091,48.7662087482989,53.5595227677882,76.984015919062,40.4742888474513,"New_Orleans","med",0.1,"Norm"
25,0.73,3,0.243333333333333,0.73,2002-03-26 06:00:00,2002-03-26 08:00:00,129,2002,NA,40.1598205566406,45.4907875061035,169.734844242977,223.669325027818,-3.5574518967573,11.3155057499566,11.7187836081045,24.1134902061927,"New_Orleans","med",0.1,"Norm"
26,0.33,4,0.0825,0.33,2002-03-31 11:00:00,2002-03-31 14:00:00,123,2002,NA,1.18128526210785,6.56683921813965,30.7994737140834,67.8448406979442,53.1801936925713,57.4124717029601,82.0113570186891,54.6030716599255,"New_Orleans","med",0.1,"Norm"
27,2.13,15,0.142,2.13,2002-04-08 13:00:00,2002-04-09 03:00:00,191,2002,NA,79.2903366088867,80.5864334106445,1154.22962007331,1247.06516764013,0.60803977343916,8.42850245178299,1.60833126235192,7.44432207520458,"New_Orleans","med",0.1,"Norm"
29,0.65,9,0.0722222222222222,0.65,2002-05-17 14:00:00,2002-05-17 22:00:00,866,2002,NA,3.52865600585938,20.631986618042,36.0076135776762,128.795262154192,1.56949089711405,47.5203163067273,82.8971583241835,72.0427498842555,"New_Orleans","med",0.1,"Norm"
30,1.43,5,0.286,1.43,2002-05-25 13:00:00,2002-05-25 17:00:00,183,2002,NA,177.760559082031,179.044006347656,760.483017130362,821.594177371801,0.370956626796842,3.6273932703013,0.716833415318513,7.43811992885923,"New_Orleans","med",0.1,"Norm"
32,0.63,5,0.126,0.63,2002-05-30 11:00:00,2002-05-30 15:00:00,22,2002,NA,37.0479698181152,47.8286437988281,189.156288444996,234.009702388314,-0.247405274918365,18.941353075993,22.5402042049476,19.1673308779686,"New_Orleans","med",0.1,"Norm"
33,0.22,2,0.11,0.22,2002-05-31 05:00:00,2002-05-31 06:00:00,14,2002,NA,1.7982884645462,5.7403039932251,39.9069570302963,53.1520938873291,52.9631539907919,54.5443147768121,68.6725917883686,24.9193134048672,"New_Orleans","med",0.1,"Norm"
34,0.45,2,0.225,0.45,2002-06-04 12:00:00,2002-06-04 13:00:00,102,2002,NA,7.66087245941162,16.044469833374,67.9778955280781,104.039985900628,1.29756742211299,38.200189025812,52.2522555187441,34.661760149597,"New_Orleans","med",0.1,"Norm"
42,0.64,8,0.08,0.64,2002-06-23 16:00:00,2002-06-23 23:00:00,100,2002,NA,13.3748302459717,16.3734130859375,71.4464000171483,145.232919724465,0.73129707318759,35.55920903608,18.3137310726081,50.8056436841621,"New_Orleans","med",0.1,"Norm"
43,0.57,6,0.095,0.57,2002-06-24 15:00:00,2002-06-24 20:00:00,16,2002,NA,11.9905824661255,12.1694116592407,125.131658762693,158.154205333441,0.0458318314870476,24.08857468525,1.46949744262651,20.8799674350269,"New_Orleans","med",0.1,"Norm"
44,1.3,4,0.325,1.3,2002-06-25 15:00:00,2002-06-25 18:00:00,19,2002,NA,141.168029785156,141.480484008789,1348.08770918846,1426.12507271767,0.148896044131365,6.33324900307977,0.220846165336416,5.47198594443719,"New_Orleans","med",0.1,"Norm"
45,0.16,1,0.16,0.16,2002-06-26 03:00:00,2002-06-26 03:00:00,9,2002,NA,2.80072021484375,7.00195646286011,58.2520680427551,73.3422713279724,50.3850961469335,52.2384191551799,60.0008907553285,20.5750422123373,"New_Orleans","med",0.1,"Norm"
46,0.6,6,0.1,0.6,2002-06-26 12:00:00,2002-06-26 17:00:00,9,2002,NA,29.9626064300537,32.3052597045898,324.128017067909,348.229882478714,-0.444201800334515,7.50461015442259,7.25161566865006,6.92125134099541,"New_Orleans","med",0.1,"Norm"
47,0.7,5,0.14,0.7,2002-06-27 15:00:00,2002-06-27 19:00:00,22,2002,NA,47.7121963500977,54.823169708252,380.989130973816,412.116262674332,-0.400645231278151,8.79222854771891,12.97074466142,7.55299766588281,"New_Orleans","med",0.1,"Norm"
48,0.84,3,0.28,0.84,2002-07-01 09:00:00,2002-07-01 11:00:00,86,2002,NA,85.0065536499023,78.3180694580078,430.827175676823,440.88901424408,-3.335595444103,-0.909993275103741,-8.54015457503166,2.28217039712553,"New_Orleans","med",0.1,"Norm"
51,0.38,2,0.19,0.38,2002-07-08 16:00:00,2002-07-08 17:00:00,75,2002,NA,2.89384984970093,12.6934061050415,49.787194699049,78.9231851883233,51.5782258067498,54.9701121638509,77.201943861612,36.9168963717711,"New_Orleans","med",0.1,"Norm"
53,0.78,2,0.39,0.78,2002-07-13 12:00:00,2002-07-13 13:00:00,17,2002,NA,67.5613174438477,75.1207962036133,342.925609081984,372.479935318581,0.480641297346014,13.724945705138,10.0630972271324,7.93447470165596,"New_Orleans","med",0.1,"Norm"
54,1.21,5,0.242,1.21,2002-07-14 06:00:00,2002-07-14 10:00:00,17,2002,NA,66.3188095092773,66.7172393798828,774.844692349434,823.127502977848,0.363587235063654,5.30196362191737,0.59719178177748,5.86577540584421,"New_Orleans","med",0.1,"Norm"
56,0.37,4,0.0925,0.37,2002-07-22 14:00:00,2002-07-22 17:00:00,19,2002,NA,2.31270408630371,11.5878105163574,46.802186653018,74.6315335882828,50.1360866993121,57.7609757758774,80.0419235105796,37.2889924636816,"New_Orleans","med",0.1,"Norm"
57,0.44,2,0.22,0.44,2002-07-25 14:00:00,2002-07-25 15:00:00,69,2002,NA,8.4981575012207,22.6555404663086,78.2634412944317,113.367999083363,2.34817557075371,39.6711556287355,62.4897163064441,30.9651383748226,"New_Orleans","med",0.1,"Norm"
61,0.21,3,0.07,0.21,2002-07-30 12:00:00,2002-07-30 14:00:00,24,2002,NA,1.02251935005188,3.86685276031494,24.8556311875582,37.4056590292603,53.7679722020596,56.7902862726442,73.5568066996014,33.5511475199112,"New_Orleans","med",0.1,"Norm"
66,1.03,3,0.343333333333333,1.03,2002-08-06 13:00:00,2002-08-06 15:00:00,9,2002,NA,125.535781860352,126.685424804688,610.96348938602,668.441934058443,0.599638669886799,7.99695240351983,0.907478461794919,8.59886876387936,"New_Orleans","med",0.1,"Norm"
67,0.24,4,0.06,0.24,2002-08-11 12:00:00,2002-08-11 15:00:00,117,2002,NA,0.778409063816071,5.18253993988037,21.2814103290439,41.5281959546264,53.2215970513348,57.4626620915232,84.9801627610025,48.7543105597559,"New_Orleans","med",0.1,"Norm"
68,0.34,2,0.17,0.34,2002-08-12 06:00:00,2002-08-12 07:00:00,15,2002,NA,4.27789402008057,17.014986038208,62.1663165688515,97.8587352931499,34.7109233779029,45.9578232215476,74.8580809265765,36.473411001457,"New_Orleans","med",0.1,"Norm"
69,1.3,6,0.216666666666667,1.3,2002-08-12 13:00:00,2002-08-12 18:00:00,6,2002,NA,148.7939453125,147.226547241211,1114.77633464336,1154.98624825478,-0.126796245337454,5.19181698462735,-1.06461647077894,3.48141925258163,"New_Orleans","med",0.1,"Norm"
70,0.23,2,0.115,0.23,2002-08-13 06:00:00,2002-08-13 07:00:00,12,2002,NA,3.35485577583313,8.65254783630371,74.65780377388,104.008729696274,49.6130650212252,53.2781270551436,61.2269606675033,28.2196754138853,"New_Orleans","med",0.1,"Norm"
76,0.56,1,0.56,0.56,2002-08-23 09:00:00,2002-08-23 09:00:00,28,2002,NA,23.8473510742188,41.0160446166992,124.583895821124,165.582443852472,0.686946780108761,20.2683783738742,41.8584817305627,24.7602022759588,"New_Orleans","med",0.1,"Norm"
78,0.41,4,0.1025,0.41,2002-09-03 08:00:00,2002-09-03 11:00:00,22,2002,NA,1.01173877716064,7.16541004180908,15.307392334129,75.3560245374174,52.4858827714772,56.5069075821575,85.8802389359813,79.6865712753621,"New_Orleans","med",0.1,"Norm"
79,1.08,10,0.108,1.08,2002-09-06 04:00:00,2002-09-06 13:00:00,65,2002,NA,45.3932876586914,45.208080291748,429.653391323984,473.853812513873,0.447218318930177,11.1696929954484,-0.409677574778962,9.32786020131372,"New_Orleans","med",0.1,"Norm"
81,0.18,4,0.045,0.18,2002-09-07 10:00:00,2002-09-07 13:00:00,7,2002,NA,2.32725715637207,7.51944065093994,63.4228681325912,81.7831567525864,51.4937051582868,53.2509774483367,69.0501293326764,22.4499632308635,"New_Orleans","med",0.1,"Norm"
83,0.29,5,0.058,0.29,2002-09-08 10:00:00,2002-09-08 14:00:00,12,2002,NA,3.12620496749878,9.02539253234863,78.4658441543579,113.76704955101,50.740760061603,52.0148890102221,65.3621163146766,31.0293758482539,"New_Orleans","med",0.1,"Norm"
89,0.16,1,0.16,0.16,2002-09-22 17:00:00,2002-09-22 17:00:00,25,2002,NA,0.765288650989532,3.35633039474487,13.9321561679244,25.3817013977095,52.3880642618083,55.2502911036143,77.1986496863428,45.1094473549293,"New_Orleans","med",0.1,"Norm"
90,11.58,47,0.246382978723404,11.58,2002-09-24 09:00:00,2002-09-26 07:00:00,40,2002,25.5066079295154,233.630615234375,234.020919799805,10047.7392802238,10179.4614753202,0.172143221622562,1.43600129238066,0.166781912387823,1.29399964247294,"New_Orleans","med",0.1,"Norm"
92,2.71,17,0.159411764705882,2.71,2002-10-02 18:00:00,2002-10-03 10:00:00,6,2002,NA,186.318603515625,185.904373168945,1979.83628809452,2014.86534613371,0.139562457050778,2.95267914161474,-0.222819043801216,1.73853096964544,"New_Orleans","med",0.1,"Norm"
93,0.09,2,0.045,0.09,2002-10-03 16:00:00,2002-10-03 17:00:00,6,2002,NA,3.62461996078491,5.33969640731812,91.9581482410431,102.07359290123,58.4201614681258,60.2214565335468,32.1193625199866,9.909952586831,"New_Orleans","med",0.1,"Norm"
94,0.11,4,0.0275,0.11,2002-10-04 10:00:00,2002-10-04 13:00:00,17,2002,NA,2.09665679931641,3.30204010009766,72.0257693529129,76.0130450725555,59.0651599492267,61.6635506929923,36.5041993507469,5.24551505052419,"New_Orleans","med",0.1,"Norm"
96,0.29,2,0.145,0.29,2002-10-09 14:00:00,2002-10-09 15:00:00,80,2002,NA,2.48747372627258,12.7037467956543,46.8683757781982,71.3320743739605,52.0474621912892,54.0633170468527,80.4193694483623,34.2955098536888,"New_Orleans","med",0.1,"Norm"
97,1.19,14,0.085,1.19,2002-10-09 21:00:00,2002-10-10 10:00:00,6,2002,NA,94.7615966796875,94.1951446533203,723.296152949333,770.845385193825,0.119018394123269,7.70257416218656,-0.601360110918647,6.16845260512724,"New_Orleans","med",0.1,"Norm"
99,0.57,4,0.1425,0.57,2002-10-23 02:00:00,2002-10-23 05:00:00,25,2002,NA,10.969443321228,22.27272605896,96.2123610032722,131.651660307594,-116.03854695479,-151.413421344355,50.7494354656457,26.9189915429253,"New_Orleans","med",0.1,"Norm"
100,2.84,5,0.568,2.84,2002-10-25 17:00:00,2002-10-25 21:00:00,60,2002,NA,234.686386108398,234.527252197266,2278.60594534874,2321.06220382452,0.184525456168317,2.34288980353165,-0.0678530574344348,1.82917366048283,"New_Orleans","med",0.1,"Norm"
101,0.09,6,0.015,0.09,2002-10-26 07:00:00,2002-10-26 12:00:00,10,2002,NA,2.47647404670715,3.61946630477905,91.7804299592972,98.3481298685074,57.9246351147309,61.1080488870144,31.5790274539294,6.67801199472862,"New_Orleans","med",0.1,"Norm"
102,1.04,11,0.0945454545454545,1.04,2002-10-27 04:00:00,2002-10-27 14:00:00,16,2002,NA,121.291206359863,121.639579772949,658.968854904175,724.273432612419,0.176166890485597,7.05381977522954,0.286398073502232,9.01656401680977,"New_Orleans","med",0.1,"Norm"
105,1.09,7,0.155714285714286,1.09,2002-10-29 08:00:00,2002-10-29 14:00:00,21,2002,NA,47.3214225769043,47.7258758544922,615.426110267639,674.150178670883,0.893452073504924,9.42545417418089,0.847450717973197,8.71082887184293,"New_Orleans","med",0.1,"Norm"
108,0.22,5,0.044,0.22,2002-11-04 02:00:00,2002-11-04 06:00:00,20,2002,NA,1.94762468338013,5.20111799240112,52.4907843470573,64.2132682800293,54.1189282260173,56.3387968201977,62.553730059083,18.255547875014,"New_Orleans","med",0.1,"Norm"
109,1.67,7,0.238571428571429,1.67,2002-11-05 09:00:00,2002-11-05 15:00:00,27,2002,NA,132.876190185547,133.243713378906,1184.03508353233,1241.04444974661,0.331346596381214,4.67503963969351,0.275827792576034,4.59366030168503,"New_Orleans","med",0.1,"Norm"
111,0.78,4,0.195,0.78,2002-11-11 04:00:00,2002-11-11 07:00:00,36,2002,NA,67.2154388427734,67.8166198730469,373.389620840549,422.445822268724,0.459853922744991,9.8561623617391,0.886480381061238,11.6124243257327,"New_Orleans","med",0.1,"Norm"
112,0.34,12,0.0283333333333333,0.34,2002-11-11 17:00:00,2002-11-12 04:00:00,10,2002,NA,2.84860396385193,9.11005401611328,147.847141623497,190.756615042686,50.2637340382199,56.1353552866538,68.731206655707,22.4943567013849,"New_Orleans","med",0.1,"Norm"
116,1.54,8,0.1925,1.54,2002-11-20 14:00:00,2002-11-20 21:00:00,9,2002,NA,132.28092956543,133.892181396484,1086.74077951908,1151.28117707372,0.518009094560277,5.02978744259039,1.20339501100771,5.6059630644429,"New_Orleans","med",0.1,"Norm"
118,0.55,12,0.0458333333333333,0.55,2002-12-04 17:00:00,2002-12-05 04:00:00,103,2002,NA,5.33222818374634,9.69021415710449,94.9676967533305,160.972247554921,2.81213013448943,46.4130768568089,44.9730615103387,41.0036834324939,"New_Orleans","med",0.1,"Norm"
119,0.43,8,0.05375,0.43,2002-12-10 01:00:00,2002-12-10 08:00:00,117,2002,NA,2.41565179824829,10.7275991439819,75.5488628745079,123.196345001459,52.0319978454541,56.9426253937235,77.481897246287,38.6760517338293,"New_Orleans","med",0.1,"Norm"
120,0.39,7,0.0557142857142857,0.39,2002-12-12 15:00:00,2002-12-12 21:00:00,55,2002,NA,2.47771048545837,6.12200260162354,81.5883648991585,132.164100646973,53.489099170927,56.7539652510241,59.5277779725005,38.2673778281959,"New_Orleans","med",0.1,"Norm"
121,0.5,10,0.05,0.5,2002-12-19 08:00:00,2002-12-19 17:00:00,155,2002,NA,7.51812028884888,20.144567489624,95.106111779809,139.857238677796,-0.0216580377414269,39.3031961198297,62.6791675089511,31.997719475275,"New_Orleans","med",0.1,"Norm"
122,0.39,6,0.065,0.39,2002-12-23 12:00:00,2002-12-23 17:00:00,91,2002,NA,2.56068992614746,12.6980619430542,67.0495500266552,108.403853066266,51.3349971621479,55.3244687076905,79.8340098069206,38.1483700716165,"New_Orleans","med",0.1,"Norm"
123,0.81,8,0.10125,0.81,2002-12-23 23:00:00,2002-12-24 06:00:00,6,2002,NA,49.7582740783691,49.6188201904297,364.911991834641,404.543381690979,0.0839840666759689,9.19147653911597,-0.281050390566019,9.79657353203518,"New_Orleans","med",0.1,"Norm"
1,4.98,13,0.383076923076923,4.98,2009-01-03 12:00:00,2009-01-04 00:00:00,NA,2009,2.77717019822283,338.872863769531,339.800811767578,4159.42491698265,3930.41751122475,0.228133877802118,1.05605574030282,0.27308586851805,-5.82654145784486,"New_Orleans","med",0.1,"Wet"
3,0.82,5,0.164,0.82,2009-01-06 17:00:00,2009-01-06 21:00:00,31,2009,NA,29.7948703765869,30.296911239624,368.590902686119,426.993205308914,1.20227980741789,14.8719472530608,1.65706945855428,13.6775718902935,"New_Orleans","med",0.1,"Wet"
5,0.32,3,0.106666666666667,0.32,2009-01-18 07:00:00,2009-01-18 09:00:00,179,2009,NA,1.25110256671906,10.232813835144,18.6458424655721,61.742799941916,53.0670512043586,56.5496168151169,87.7736213433082,69.8007824667606,"New_Orleans","med",0.1,"Wet"
10,0.7,7,0.1,0.7,2009-02-10 03:00:00,2009-02-10 09:00:00,8,2009,NA,10.1247663497925,13.684139251709,126.874709790893,197.820310579613,1.48735469454502,32.6777484685263,26.0109374542647,35.8636585802792,"New_Orleans","med",0.1,"Wet"
13,2.83,20,0.1415,2.83,2009-02-13 14:00:00,2009-02-14 09:00:00,54,2009,NA,137.499313354492,138.036361694336,2291.53379499912,2355.34547770023,0.30926340943545,2.08482040268098,0.389062949248819,2.70922814955438,"New_Orleans","med",0.1,"Wet"
14,0.41,13,0.0315384615384615,0.41,2009-02-14 19:00:00,2009-02-15 07:00:00,10,2009,NA,5.11294364929199,7.22842359542847,182.124606013298,230.325765609741,21.0861343846209,43.894386038557,29.2661313799372,20.927384944902,"New_Orleans","med",0.1,"Wet"
18,0.56,22,0.0254545454545455,0.56,2009-03-14 09:00:00,2009-03-15 06:00:00,11,2009,NA,0.35777285695076,3.59381461143494,18.3414483812576,97.9595499994684,61.0036838133691,63.6604817461604,90.0447603554066,81.2765081287561,"New_Orleans","med",0.1,"Wet"
21,0.27,7,0.0385714285714286,0.27,2009-03-16 09:00:00,2009-03-16 15:00:00,7,2009,NA,1.62680697441101,5.30989694595337,47.4407791495323,60.6504869572818,51.4659469300549,53.1432711436785,69.3627392213179,21.7800523465765,"New_Orleans","med",0.1,"Wet"
22,1.23,5,0.246,1.23,2009-03-26 02:00:00,2009-03-26 06:00:00,227,2009,NA,120.398384094238,116.205772399902,637.795937887306,673.790788593949,-1.04295528400588,3.14711326266173,-3.6079203362702,5.34214051541977,"New_Orleans","med",0.1,"Wet"
23,2.63,11,0.239090909090909,2.63,2009-03-26 19:00:00,2009-03-27 05:00:00,13,2009,NA,254.510177612305,254.254638671875,2076.85371267796,2127.56825351715,-0.0611914319305027,1.59745208387798,-0.10050512421898,2.38368572925251,"New_Orleans","med",0.1,"Wet"
24,0.12,7,0.0171428571428571,0.12,2009-03-27 13:00:00,2009-03-27 19:00:00,8,2009,NA,2.83391571044922,4.52527141571045,116.869351744652,130.471987724304,59.3331210491595,61.3894732126368,37.3757847847386,10.4257137619423,"New_Orleans","med",0.1,"Wet"
25,0.18,1,0.18,0.18,2009-03-28 03:00:00,2009-03-28 03:00:00,8,2009,NA,2.90027022361755,9.01770973205566,59.1625517606735,83.0018463134766,51.3673468056849,53.288714734458,67.8380618827436,28.7214027297274,"New_Orleans","med",0.1,"Wet"
28,0.38,2,0.19,0.38,2009-04-02 11:00:00,2009-04-02 12:00:00,6,2009,NA,9.92380619049072,24.8938941955566,88.9004548192024,131.919326066971,1.07320050076021,29.0404505719487,60.1355813898251,32.6099840943163,"New_Orleans","med",0.1,"Wet"
30,0.28,5,0.056,0.28,2009-04-13 00:00:00,2009-04-13 04:00:00,190,2009,NA,0.691329061985016,5.47867393493652,12.6768008542713,43.753145623421,56.2714678026248,59.9496394446048,87.3814526983157,71.0265383810818,"New_Orleans","med",0.1,"Wet"
32,0.39,6,0.065,0.39,2009-04-18 23:00:00,2009-04-19 04:00:00,20,2009,NA,2.39559745788574,8.24165725708008,46.7361565977335,79.7863134715008,51.1668348923111,55.679759024537,70.9330613593792,41.4233412170028,"New_Orleans","med",0.1,"Wet"
41,0.94,8,0.1175,0.94,2009-05-24 11:00:00,2009-05-24 18:00:00,21,2009,NA,117.710334777832,117.621002197266,1013.29473167635,1105.38824335497,0.107555279299879,7.08780050455086,-0.0759495148805007,8.33132722663251,"New_Orleans","med",0.1,"Wet"
42,1.36,9,0.151111111111111,1.36,2009-05-25 03:00:00,2009-05-25 11:00:00,9,2009,NA,117.710334777832,117.621002197266,791.476512849331,823.642835855484,0.107555279299879,2.71678332148485,-0.0759495148805007,3.90537276667298,"New_Orleans","med",0.1,"Wet"
44,0.44,4,0.11,0.44,2009-06-02 13:00:00,2009-06-02 16:00:00,170,2009,NA,2.48065185546875,13.860424041748,33.0541678974987,89.3616730002177,48.6922272553334,52.0325278516809,82.1026265286189,63.0108000580762,"New_Orleans","med",0.1,"Wet"
45,0.17,1,0.17,0.17,2009-06-03 12:00:00,2009-06-03 12:00:00,20,2009,NA,1.54635238647461,5.14657211303711,30.8754566907883,38.2312489449978,52.6184084263937,54.0885732163955,69.9537410044747,19.240261454163,"New_Orleans","med",0.1,"Wet"
47,0.26,2,0.13,0.26,2009-06-08 16:00:00,2009-06-08 17:00:00,107,2009,NA,1.00366544723511,7.66002607345581,18.7440816704184,46.6546156505356,52.6495352909382,56.5805074339755,86.8973625205651,59.8237357460618,"New_Orleans","med",0.1,"Wet"
48,1.17,2,0.585,1.17,2009-06-28 18:00:00,2009-06-28 19:00:00,481,2009,NA,101.501342773438,104.19327545166,471.966981148489,536.488986432552,0.373253176094226,7.00885343355783,2.58359540628086,12.0267157231148,"New_Orleans","med",0.1,"Wet"
50,0.31,5,0.062,0.31,2009-07-06 10:00:00,2009-07-06 14:00:00,160,2009,NA,0.977222800254822,11.4400491714478,10.818430162577,53.995494558294,52.4922769183979,56.0120704368371,91.4578793708878,79.9641984001141,"New_Orleans","med",0.1,"Wet"
52,0.39,4,0.0975,0.39,2009-07-07 04:00:00,2009-07-07 07:00:00,6,2009,NA,2.93105864524841,6.68814992904663,37.8434755112976,84.1060882401653,23.933294407375,49.7189794250857,56.1753448062098,55.005070021524,"New_Orleans","med",0.1,"Wet"
54,1.63,5,0.326,1.63,2009-07-08 10:00:00,2009-07-08 14:00:00,20,2009,NA,213.343185424805,213.786087036133,1219.29290223122,1266.2046187073,0.137452056709259,4.22072492100167,0.207170455976992,3.70490802063068,"New_Orleans","med",0.1,"Wet"
56,0.52,5,0.104,0.52,2009-07-16 09:00:00,2009-07-16 13:00:00,21,2009,NA,5.8078761100769,20.7120990753174,77.136821269989,128.029551997297,-35.5348454108994,-0.318406041692006,71.9590173407477,39.7507684228891,"New_Orleans","med",0.1,"Wet"
57,0.39,2,0.195,0.39,2009-07-17 04:00:00,2009-07-17 05:00:00,15,2009,NA,13.5665941238403,26.3785591125488,114.328235268593,141.926876157522,0.139846984929277,29.6429929772533,48.5696164602621,19.4456762779011,"New_Orleans","med",0.1,"Wet"
59,0.67,2,0.335,0.67,2009-07-20 16:00:00,2009-07-20 17:00:00,71,2009,NA,50.4405975341797,54.361385345459,236.14809012413,268.618931269273,0.2981106586789,12.0060481208105,7.21245013599863,12.0880687715167,"New_Orleans","med",0.1,"Wet"
63,0.59,5,0.118,0.59,2009-07-28 12:00:00,2009-07-28 16:00:00,19,2009,NA,19.2544040679932,34.2024917602539,208.927544772625,250.348685711622,0.165520427718962,20.5273712127433,43.7046744928439,16.5453798254449,"New_Orleans","med",0.1,"Wet"
66,0.67,3,0.223333333333333,0.67,2009-07-31 10:00:00,2009-07-31 12:00:00,8,2009,NA,33.6844749450684,33.5788726806641,294.420037031174,336.497984617949,10.4366936864411,14.6403198503753,-0.314490201647259,12.5046655582645,"New_Orleans","med",0.1,"Wet"
67,0.45,3,0.15,0.45,2009-08-01 11:00:00,2009-08-01 13:00:00,23,2009,NA,26.8426151275635,41.0800018310547,180.832648992538,228.165170073509,-0.24154736345924,23.2072671405132,34.6577070810361,20.74484947274,"New_Orleans","med",0.1,"Wet"
68,0.17,1,0.17,0.17,2009-08-02 11:00:00,2009-08-02 11:00:00,22,2009,NA,2.10120844841003,6.55820178985596,41.5205508470535,57.6296470165253,51.6832563752637,52.4947750596966,67.9606008515913,27.9527934031115,"New_Orleans","med",0.1,"Wet"
73,2.45,3,0.816666666666667,2.45,2009-08-11 15:00:00,2009-08-11 17:00:00,54,2009,NA,405.615295410156,406.563354492188,1874.73967982084,1911.46032044153,0.288698493289464,0.678543388030852,0.233188523155367,1.92107783917873,"New_Orleans","med",0.1,"Wet"
76,1.32,2,0.66,1.32,2009-08-19 13:00:00,2009-08-19 14:00:00,99,2009,NA,172.454940795898,171.365417480469,817.037697784603,868.892468479404,0.36256169895991,5.79501288837719,-0.635789490930319,5.96791577507272,"New_Orleans","med",0.1,"Wet"
