"event","vol","dur","avg_int","max_int","start","end","delta","year","RI","peak_out","peak_baseline","vol_out","vol_baseline","sub_peak","sub_vol","peak_red","vol_red","city","soil","ratio","rain"
52,1.34,1,1.34,1.34,1990-06-30 13:00:00,1990-06-30 13:00:00,56,1990,1.35,233.137512207031,232.967834472656,943.376562774181,982.978044748306,0.00562131396589083,2.47248264319536,-0.0728331165369163,4.02872497363509,"Des_Moines","low",0.1,"Wet"
53,1.17,12,0.0975,1.17,1990-07-04 17:00:00,1990-07-05 04:00:00,100,1990,NA,45.7178993225098,44.8167953491211,522.919583559036,530.641766041517,-0.309764378657552,8.82914590081242,-2.01063901684426,1.45525342644756,"Des_Moines","low",0.1,"Wet"
54,0.14,2,0.07,0.14,1990-07-09 06:00:00,1990-07-09 07:00:00,98,1990,NA,1.13855934143066,2.74881029129028,26.7764725089073,26.7878341674805,61.1621035416468,63.132959700457,58.5799229201726,0.0424135019730087,"Des_Moines","low",0.1,"Wet"
55,0.64,5,0.128,0.64,1990-07-09 19:00:00,1990-07-09 23:00:00,12,1990,NA,39.8270378112793,50.6114120483398,292.874699652195,317.32033470273,-2.00444374768794,11.4212829108566,21.3081868309863,7.7037719859448,"Des_Moines","low",0.1,"Wet"
56,0.78,15,0.052,0.78,1990-07-10 05:00:00,1990-07-10 19:00:00,6,1990,NA,13.6451406478882,12.8430013656616,372.717797040939,363.32985830307,-3.84172671541825,2.29842694487202,-6.24573072437137,-2.58386106270362,"Des_Moines","low",0.1,"Wet"
57,0.55,3,0.183333333333333,0.55,1990-07-11 17:00:00,1990-07-11 19:00:00,22,1990,NA,25.3531379699707,24.8450126647949,283.583392977715,291.108290076256,-1.9291061172961,4.74818509252104,-2.0451803025071,2.58491336559674,"Des_Moines","low",0.1,"Wet"
58,1.62,16,0.10125,1.62,1990-07-12 04:00:00,1990-07-12 19:00:00,9,1990,NA,103.143852233887,102.520515441895,1247.92423915863,1237.31553244591,-0.121653673400058,0.701058439929871,-0.608011761651233,-0.8573970369346,"Des_Moines","low",0.1,"Wet"
59,0.26,5,0.052,0.26,1990-07-14 13:00:00,1990-07-14 17:00:00,42,1990,NA,3.15405941009521,6.77325201034546,107.471198916435,128.291955947876,52.7553131866846,52.1185546443448,53.4336031602293,16.2291991556353,"Des_Moines","low",0.1,"Wet"
60,0.05,1,0.05,0.05,1990-07-15 20:00:00,1990-07-15 20:00:00,27,1990,NA,1.75363516807556,1.47585022449493,43.2349088191986,36.5942995548248,1.33945113488884,1.33945113488884,-18.8220280737289,-18.1465674849848,"Des_Moines","low",0.1,"Wet"
61,0.27,4,0.0675,0.27,1990-07-19 13:00:00,1990-07-19 16:00:00,89,1990,NA,2.03045558929443,4.93597459793091,59.4022865891457,74.7228368520737,55.2183229884427,58.4889974899201,58.8641402217594,20.5031699924049,"Des_Moines","low",0.1,"Wet"
62,0.24,3,0.08,0.24,1990-07-19 22:00:00,1990-07-20 00:00:00,6,1990,NA,5.22834777832031,8.0023021697998,86.1725924015045,94.9311505556107,-2.974917755071,28.4979729297323,34.6644544609703,9.22622142768129,"Des_Moines","low",0.1,"Wet"
65,1.12,8,0.14,1.12,1990-07-26 05:00:00,1990-07-26 12:00:00,19,1990,NA,101.63159942627,100.634170532227,544.067143291235,561.133932061493,-0.137385567343268,7.72799243698432,-0.991143354953731,3.04148221932658,"Des_Moines","low",0.1,"Wet"
66,1.35,7,0.192857142857143,1.35,1990-07-27 00:00:00,1990-07-27 06:00:00,12,1990,NA,72.7377395629883,72.5349655151367,978.488183617592,977.531656503677,-0.030018971962949,1.36546654931804,-0.279553517964032,-0.0978512672761602,"Des_Moines","low",0.1,"Wet"
67,0.21,2,0.105,0.21,1990-07-28 04:00:00,1990-07-28 05:00:00,22,1990,NA,4.44882249832153,8.15612030029297,77.629163146019,90.0127607584,-3.41883568999878,28.2261872055381,45.4541824479743,13.7576022644382,"Des_Moines","low",0.1,"Wet"
68,0.26,5,0.052,0.26,1990-07-28 16:00:00,1990-07-28 20:00:00,11,1990,NA,8.33344459533691,9.83769607543945,131.740659832954,132.755350351334,-3.64990828897213,9.16534800820698,15.2906886792124,0.764331166837238,"Des_Moines","low",0.1,"Wet"
69,0.01,1,0.01,0.01,1990-07-29 03:00:00,1990-07-29 03:00:00,7,1990,NA,2.19924163818359,2.01756238937378,51.4394187927246,46.7902958393097,0.813211646769984,0.813211646769984,-9.00488875916273,-9.93608369004813,"Des_Moines","low",0.1,"Wet"
72,0.29,2,0.145,0.29,1990-08-09 23:00:00,1990-08-10 00:00:00,153,1990,NA,0.812685489654541,7.02675914764404,12.4008670877665,50.5485951871669,55.1571200170375,57.3902454619301,88.4344194446024,75.4674347687613,"Des_Moines","low",0.1,"Wet"
74,0.37,4,0.0925,0.37,1990-08-12 05:00:00,1990-08-12 08:00:00,25,1990,NA,5.51800155639648,15.1458435058594,67.2469455897808,98.5546467369422,37.3305506110713,40.7575761772656,63.5675520200524,31.76684426735,"Des_Moines","low",0.1,"Wet"
76,0.51,2,0.255,0.51,1990-08-19 05:00:00,1990-08-19 06:00:00,50,1990,NA,12.6006088256836,16.8335361480713,96.5346929319203,120.794947432936,-14.265753120036,17.1672433128026,25.1457999386106,20.0838321606828,"Des_Moines","low",0.1,"Wet"
79,0.37,2,0.185,0.37,1990-08-29 15:00:00,1990-08-29 16:00:00,111,1990,NA,2.16234469413757,16.3317337036133,21.8171854829416,70.8386867018708,-2.26862373170779,39.7240358323518,86.7598582405298,69.2015952035353,"Des_Moines","low",0.1,"Wet"
81,0.3,5,0.06,0.3,1990-09-08 00:00:00,1990-09-08 04:00:00,136,1990,NA,0.389653444290161,3.95752096176147,8.9846467973839,49.512943318301,60.0121489154558,61.9823807936172,90.1541028321748,81.8539432414171,"Des_Moines","low",0.1,"Wet"
82,0.8,13,0.0615384615384615,0.8,1990-09-17 22:00:00,1990-09-18 10:00:00,234,1990,NA,19.8463439941406,19.2435131072998,138.158626623248,178.802433970799,-2.72310336679352,24.6106839063425,-3.13264466565693,22.7311264421539,"Des_Moines","low",0.1,"Wet"
84,0.23,2,0.115,0.23,1990-09-20 18:00:00,1990-09-20 19:00:00,49,1990,NA,1.60100519657135,5.97350931167603,32.3890742063522,44.6133865434676,53.3180704299771,56.5315678947297,73.1982472440117,27.4005478718927,"Des_Moines","low",0.1,"Wet"
86,1.08,14,0.0771428571428572,1.08,1990-10-02 21:00:00,1990-10-03 10:00:00,82,1990,NA,21.4297027587891,21.2362899780273,326.152601189882,359.602873441808,-0.64698624758239,13.097292994791,-0.910765397166069,9.3020036051906,"Des_Moines","low",0.1,"Wet"
88,0.28,11,0.0254545454545455,0.28,1990-10-08 07:00:00,1990-10-08 17:00:00,31,1990,NA,1.36358904838562,4.55316495895386,64.608571857214,77.3866497799754,55.3436662164809,58.4843374669841,70.0518417259602,16.5119926487216,"Des_Moines","low",0.1,"Wet"
90,0.4,20,0.02,0.4,1990-10-20 05:00:00,1990-10-21 00:00:00,54,1990,NA,1.09622144699097,3.53747320175171,32.5725212371908,72.7672541922825,55.9671130498197,61.474843796092,69.0111731037812,55.237391325609,"Des_Moines","low",0.1,"Wet"
92,0.02,2,0.01,0.02,1990-11-02 17:00:00,1990-11-02 18:00:00,9,1990,NA,21.4619369506836,21.2032260894775,335.492153681138,385.518716512166,-0.731234441260316,17.5279776070321,-1.22014857604355,12.9764290781066,"Des_Moines","low",0.1,"Wet"
93,0.32,6,0.0533333333333333,0.32,1990-11-03 00:00:00,1990-11-03 05:00:00,6,1990,NA,0.722067058086395,7.01315641403198,15.6006062822198,54.6239148678906,54.9613818583254,59.7597098484001,89.704107316904,71.4399703500741,"Des_Moines","low",0.1,"Wet"
94,0.9,14,0.0642857142857143,0.9,1990-11-03 11:00:00,1990-11-04 00:00:00,6,1990,NA,21.4619369506836,21.2032260894775,395.916097700596,405.326894916594,-0.731234441260316,8.01341673868389,-1.22014857604355,2.32177961394214,"Des_Moines","low",0.1,"Wet"
95,0.31,10,0.031,0.31,1990-11-06 10:00:00,1990-11-06 19:00:00,58,1990,NA,2.01706695556641,3.6483302116394,90.8023379445076,125.985748291016,59.1784252398093,62.1530008377963,44.7125989546867,27.9265002778231,"Des_Moines","low",0.1,"Wet"
96,0.33,9,0.0366666666666667,0.33,1990-11-08 13:00:00,1990-11-08 21:00:00,42,1990,NA,3.04379606246948,3.67110300064087,98.3306292891502,131.538954138756,38.3958013073509,52.1450823071511,17.0876964787389,25.2460003707915,"Des_Moines","low",0.1,"Wet"
98,0.58,5,0.116,0.58,1990-11-27 00:00:00,1990-11-27 04:00:00,148,1990,NA,7.92692852020264,11.8078241348267,83.5089426385766,133.232357384964,-0.926736809044477,33.7924289652973,32.8671529175091,37.3208248524162,"Des_Moines","low",0.1,"Wet"
100,1.36,23,0.0591304347826087,1.36,1990-12-02 17:00:00,1990-12-03 15:00:00,122,1990,NA,1.24589681625366,2.09913730621338,85.6831356100738,83.3638267088681,54.7144991534875,52.3775314022635,40.6471976575402,-2.78215263474575,"Des_Moines","low",0.1,"Wet"
101,0.3,13,0.0230769230769231,0.3,1990-12-14 15:00:00,1990-12-15 03:00:00,264,1990,NA,0.904155731201172,2.24090099334717,53.9934460520744,45.8798820376396,62.9666073611229,64.2608988094307,59.6521339458795,-17.6843611057642,"Des_Moines","low",0.1,"Wet"
7,0.24,11,0.0218181818181818,0.24,2005-02-06 09:00:00,2005-02-06 19:00:00,368,2005,NA,1.02998328208923,1.68368470668793,43.0459403917193,76.2417628355324,65.7686915367852,66.1655410671031,38.825643661314,43.5402084228071,"Des_Moines","med",0.1,"Dry"
8,0.88,25,0.0352,0.88,2005-02-12 22:00:00,2005-02-13 22:00:00,147,2005,NA,7.89806032180786,8.46166229248047,240.506641573273,352.937972344691,4.96457938836021,43.8836231826345,6.66065308672809,31.855832917183,"Des_Moines","med",0.1,"Dry"
17,0.91,30,0.0303333333333333,0.91,2005-03-24 07:00:00,2005-03-25 12:00:00,27,2005,NA,4.49175548553467,7.13270378112793,179.516004978777,291.347189006591,25.8810810328792,41.164646077715,37.0259073786411,38.3841644084934,"Des_Moines","med",0.1,"Dry"
18,0.42,3,0.14,0.42,2005-03-30 12:00:00,2005-03-30 14:00:00,120,2005,NA,2.85686731338501,8.74494171142578,54.928585216403,102.695337029174,50.0436279209964,53.6902672698692,67.3312023377772,46.5130678710381,"Des_Moines","med",0.1,"Dry"
19,0.04,3,0.0133333333333333,0.04,2005-03-30 20:00:00,2005-03-30 22:00:00,6,2005,NA,1.37049841880798,1.53034508228302,43.8855299949646,40.6077330112457,64.3513681561938,64.4600782362511,10.4451385067067,-8.07185415352079,"Des_Moines","med",0.1,"Dry"
20,0.18,11,0.0163636363636364,0.18,2005-04-06 13:00:00,2005-04-06 23:00:00,159,2005,NA,0.317253410816193,1.75442397594452,3.8861148012802,17.1429902861128,58.9174953798496,62.5548432057182,81.9169473761099,77.3311730542817,"Des_Moines","med",0.1,"Dry"
21,0.5,3,0.166666666666667,0.5,2005-04-11 03:00:00,2005-04-11 05:00:00,100,2005,NA,7.67156267166138,17.2106285095215,61.273935760255,112.953760000162,0.287061125872215,35.1094701019011,55.425435698544,45.7530800566825,"Des_Moines","med",0.1,"Dry"
22,1.55,12,0.129166666666667,1.55,2005-04-11 13:00:00,2005-04-12 00:00:00,8,2005,NA,63.3470039367676,63.5005302429199,948.144032359123,1000.50514602661,0.405476962135028,4.59077924918086,0.241771691614278,5.23346770133408,"Des_Moines","med",0.1,"Dry"
23,0.11,7,0.0157142857142857,0.11,2005-04-16 03:00:00,2005-04-16 09:00:00,99,2005,NA,1.12169218063354,1.66568219661713,47.8553869128227,39.8337731957436,65.8159203529384,65.9020370775192,32.6586918614117,-20.1377200137704,"Des_Moines","med",0.1,"Dry"
25,0.17,2,0.085,0.17,2005-04-20 01:00:00,2005-04-20 02:00:00,18,2005,NA,0.922395765781403,3.26415395736694,21.689064770937,29.3533777222037,53.3119673407628,57.0157143989326,71.7416587014952,26.1104974827795,"Des_Moines","med",0.1,"Dry"
26,0.62,3,0.206666666666667,0.62,2005-04-20 08:00:00,2005-04-20 10:00:00,6,2005,NA,44.3130836486816,55.1498641967773,306.95688855648,349.523714959621,0.174947543312634,12.817602326743,19.6496957987595,12.1785231105302,"Des_Moines","med",0.1,"Dry"
27,0.36,2,0.18,0.36,2005-04-21 06:00:00,2005-04-21 07:00:00,20,2005,NA,10.0407428741455,24.2422847747803,100.738530397415,150.340831160545,-0.636687091827256,29.8809100372121,58.581697362985,32.9932330293964,"Des_Moines","med",0.1,"Dry"
28,1.07,6,0.178333333333333,1.07,2005-04-21 18:00:00,2005-04-21 23:00:00,11,2005,NA,76.4745330810547,76.8323822021484,767.183425188065,797.200945973396,0.503781619800228,4.88440590683634,0.465752994814397,3.76536442122253,"Des_Moines","med",0.1,"Dry"
29,0.07,4,0.0175,0.07,2005-04-22 06:00:00,2005-04-22 09:00:00,7,2005,NA,2.68148875236511,3.13620018959045,84.412401676178,85.3032408952713,63.8994710273461,63.9300631451028,14.49880140734,1.0443204850646,"Des_Moines","med",0.1,"Dry"
30,0.03,4,0.0075,0.03,2005-04-22 22:00:00,2005-04-23 01:00:00,13,2005,NA,1.59874153137207,1.46699094772339,56.5184947252274,51.2104222774506,0.813211646769984,0.813211646769984,-8.98100863220351,-10.3652190544699,"Des_Moines","med",0.1,"Dry"
32,2.11,10,0.211,2.11,2005-05-10 22:00:00,2005-05-11 07:00:00,347,2005,NA,57.7791023254395,58.7459487915039,974.134129624021,1034.34939647308,0.873951031029733,7.29036421412656,1.64580960211555,5.82155962524677,"Des_Moines","med",0.1,"Dry"
33,0.04,2,0.02,0.04,2005-05-11 17:00:00,2005-05-11 18:00:00,10,2005,NA,128.561752319336,128.580505371094,1624.68911826611,1685.83153629303,0.172767667295519,3.43798709190208,0.0145846772834573,3.62684032838596,"Des_Moines","med",0.1,"Dry"
34,0.77,3,0.256666666666667,0.77,2005-05-12 07:00:00,2005-05-12 09:00:00,13,2005,NA,52.523796081543,53.2771530151367,434.305222868919,481.488911032677,-0.464394773512496,8.52703523428201,1.41403376674371,9.79953786735395,"Des_Moines","med",0.1,"Dry"
35,1.62,9,0.18,1.62,2005-05-12 17:00:00,2005-05-13 01:00:00,8,2005,NA,128.561752319336,128.580505371094,1212.01603913307,1241.60621857643,0.172767667295519,1.43299367091585,0.0145846772834573,2.38321772238594,"Des_Moines","med",0.1,"Dry"
36,0.03,1,0.03,0.03,2005-05-17 18:00:00,2005-05-17 18:00:00,113,2005,NA,1.82273042201996,4.81703472137451,144.761066138744,125.861002981663,54.2759059789792,58.4308776823791,62.1607373114418,-15.0166157184011,"Des_Moines","med",0.1,"Dry"
37,0.19,4,0.0475,0.19,2005-05-18 06:00:00,2005-05-18 09:00:00,12,2005,NA,1.82273042201996,4.81703472137451,50.0764080286026,56.7933507561684,54.2759059789792,58.4308776823791,62.1607373114418,11.8269879099117,"Des_Moines","med",0.1,"Dry"
39,0.18,3,0.06,0.18,2005-05-25 18:00:00,2005-05-25 20:00:00,105,2005,NA,0.620797157287598,3.40710401535034,12.5661041587591,25.3811101540923,58.4178389365233,61.6693892178405,81.7793306429548,50.4903289002391,"Des_Moines","med",0.1,"Dry"
44,0.4,5,0.08,0.4,2005-06-04 01:00:00,2005-06-04 05:00:00,130,2005,NA,1.28090441226959,6.87821197509766,17.4308263117346,76.4570738969815,52.8555954051015,56.9567296802312,81.3773635225686,77.2018134839676,"Des_Moines","med",0.1,"Dry"
45,0.43,5,0.086,0.43,2005-06-04 19:00:00,2005-06-04 23:00:00,14,2005,NA,4.00344228744507,10.7102069854736,84.9620763063431,126.466262757778,38.875124997629,46.8077587961607,62.6203088990252,32.8183861421827,"Des_Moines","med",0.1,"Dry"
46,0.92,2,0.46,0.92,2005-06-08 07:00:00,2005-06-08 08:00:00,80,2005,NA,105.057762145996,105.078155517578,463.719553440809,496.40259123221,0.32503032015397,9.41130945360255,0.0194078126719875,6.58397807921846,"Des_Moines","med",0.1,"Dry"
47,0.13,2,0.065,0.13,2005-06-08 23:00:00,2005-06-09 00:00:00,15,2005,NA,1.85007297992706,4.15385150909424,46.2744289636612,55.9959048032761,55.9669203780978,58.2916273476192,55.4612634593075,17.3610478726403,"Des_Moines","med",0.1,"Dry"
48,0.1,1,0.1,0.1,2005-06-10 02:00:00,2005-06-10 02:00:00,26,2005,NA,1.33277225494385,2.53719162940979,30.4715871810913,33.7922632098198,57.5236781751584,59.3131486936237,47.4705718127455,9.82673462298175,"Des_Moines","med",0.1,"Dry"
49,0.15,7,0.0214285714285714,0.15,2005-06-10 15:00:00,2005-06-10 21:00:00,13,2005,NA,1.57215082645416,3.79022479057312,60.6405879259109,63.8762355446815,54.8535952181085,57.7050081521747,58.5209080378466,5.06549515822243,"Des_Moines","med",0.1,"Dry"
50,0.55,3,0.183333333333333,0.55,2005-06-12 19:00:00,2005-06-12 21:00:00,46,2005,NA,16.2543411254883,21.8940696716309,158.685206532478,202.571421414614,-0.531174164421629,24.1765704955689,25.7591604974667,21.6645638242875,"Des_Moines","med",0.1,"Dry"
51,0.2,2,0.1,0.2,2005-06-13 18:00:00,2005-06-13 19:00:00,21,2005,NA,2.31692981719971,7.94049596786499,51.9288411140442,72.5677825212479,51.4644813571104,52.0533355036036,70.8213463418876,28.4409150867475,"Des_Moines","med",0.1,"Dry"
52,1.56,6,0.26,1.56,2005-06-25 02:00:00,2005-06-25 07:00:00,271,2005,NA,77.8676147460938,77.5981216430664,730.06599894003,756.822964209628,0.478920963330893,6.98820861174015,-0.347293333035754,3.53543252979135,"Des_Moines","med",0.1,"Dry"
53,0.14,4,0.035,0.14,2005-06-27 17:00:00,2005-06-27 20:00:00,58,2005,NA,1.29412579536438,2.80904626846313,42.237821996212,37.1501116752625,57.5906377119553,60.8697830169131,53.9300648090637,-13.6950068021932,"Des_Moines","med",0.1,"Dry"
57,0.78,4,0.195,0.78,2005-07-04 05:00:00,2005-07-04 08:00:00,104,2005,NA,52.2869110107422,64.1250915527344,282.766021846794,335.031097667175,0.510654080942995,15.3412119183438,18.4610739031177,15.6000670338676,"Des_Moines","med",0.1,"Dry"
58,0.2,2,0.1,0.2,2005-07-15 12:00:00,2005-07-15 13:00:00,268,2005,NA,0.196904793381691,4.00748777389526,2.36304364493117,28.3775382387239,58.2254717057599,61.4218228300346,95.0865778140528,91.6728377738328,"Des_Moines","med",0.1,"Dry"
59,1.05,6,0.175,1.05,2005-07-17 22:00:00,2005-07-18 03:00:00,57,2005,NA,71.6013412475586,78.9686584472656,569.866454864132,642.626244375764,0.592566690085012,9.63459332230941,9.32941922095187,11.322256155646,"Des_Moines","med",0.1,"Dry"
60,0.23,2,0.115,0.23,2005-07-21 03:00:00,2005-07-21 04:00:00,72,2005,NA,1.15354061126709,5.40960741043091,24.0013924539089,38.6823985326919,52.5593549164141,55.4628333067816,78.6760752907353,37.9526777957564,"Des_Moines","med",0.1,"Dry"
62,0.77,17,0.0452941176470588,0.77,2005-07-25 20:00:00,2005-07-26 12:00:00,84,2005,NA,7.18352317810059,7.55054473876953,154.727517759427,215.043771995566,27.0866006711603,43.0613091290172,4.86086200886158,28.0483613528609,"Des_Moines","med",0.1,"Dry"
63,0.21,6,0.035,0.21,2005-07-31 05:00:00,2005-07-31 10:00:00,113,2005,NA,1.14293777942657,3.59583830833435,38.2174678742886,33.4127649669535,57.0395380151055,59.6344528269868,68.2149840615052,-14.3798422910736,"Des_Moines","med",0.1,"Dry"
65,0.77,11,0.07,0.77,2005-08-10 22:00:00,2005-08-11 08:00:00,16,2005,NA,5.97561311721802,14.2555170059204,76.2054847445143,163.060613474756,30.2551277992982,42.754304310569,58.0821017242917,53.2655476263666,"Des_Moines","med",0.1,"Dry"
66,0.09,3,0.03,0.09,2005-08-11 17:00:00,2005-08-11 19:00:00,9,2005,NA,1.24897885322571,1.83396565914154,37.1196093559265,36.8936020731926,60.8354050320043,62.9331116641322,31.8973696699238,-0.6125920756817,"Des_Moines","med",0.1,"Dry"
70,0.19,2,0.095,0.19,2005-08-26 06:00:00,2005-08-26 07:00:00,100,2005,NA,0.273787200450897,4.20724058151245,3.33091059423759,27.8244762568679,55.5105869001631,59.0268590759148,93.4924757653751,88.0288471075339,"Des_Moines","med",0.1,"Dry"
71,0.75,4,0.1875,0.75,2005-09-08 10:00:00,2005-09-08 13:00:00,315,2005,NA,42.2580223083496,54.3329849243164,166.976420070045,229.732502397169,0.351908305673049,20.5931471112519,22.2240000853749,27.3170237873566,"Des_Moines","med",0.1,"Dry"
73,0.2,3,0.0666666666666667,0.2,2005-09-13 11:00:00,2005-09-13 13:00:00,24,2005,NA,0.417959332466125,4.70347356796265,5.7726995141129,28.9786332672084,54.027455341429,57.3152015403436,91.1138156422729,80.0794624753916,"Des_Moines","med",0.1,"Dry"
75,0.41,5,0.082,0.41,2005-09-28 07:00:00,2005-09-28 11:00:00,98,2005,NA,0.901861488819122,6.28727102279663,11.3827689832403,74.441257972162,54.3828142273923,59.6270642713048,85.6557561213901,84.7090588024493,"Des_Moines","med",0.1,"Dry"
77,0.35,12,0.0291666666666667,0.35,2005-10-05 07:00:00,2005-10-05 18:00:00,70,2005,NA,0.483105152845383,2.86076474189758,48.613646198397,56.664149283501,57.9078900982574,61.5667224898177,83.1127269652753,14.2074013055873,"Des_Moines","med",0.1,"Dry"
81,0.33,12,0.0275,0.33,2005-10-20 05:00:00,2005-10-20 16:00:00,80,2005,NA,0.521397829055786,2.28553414344788,13.065904264673,53.7921175528081,62.471551047787,64.2315415751821,77.18704703885,75.7103738259679,"Des_Moines","med",0.1,"Dry"
87,0.53,11,0.0481818181818182,0.53,2005-11-15 09:00:00,2005-11-15 19:00:00,70,2005,NA,0.878363430500031,4.44766664505005,29.167342817791,102.967116822057,58.5109152218833,59.9851858532702,80.2511406407315,71.6731479738364,"Des_Moines","med",0.1,"Dry"
89,0.25,9,0.0277777777777778,0.25,2005-11-27 18:00:00,2005-11-28 02:00:00,191,2005,NA,0.706453263759613,3.52427434921265,14.0593800074566,39.6796435592523,56.8853392912495,61.1170272840541,79.954646155245,64.5677764557985,"Des_Moines","med",0.1,"Dry"
91,0.16,8,0.02,0.16,2005-11-30 21:00:00,2005-12-01 04:00:00,53,2005,NA,0.783352971076965,1.60236930847168,29.2970642447472,26.2831476898864,63.2203917036584,64.8354512883241,51.1128322955638,-11.4671065673786,"Des_Moines","med",0.1,"Dry"
96,0.35,19,0.0184210526315789,0.35,2005-12-13 20:00:00,2005-12-14 14:00:00,52,2005,NA,1.22094476222992,3.64715218544006,90.2793742157519,140.862515478395,56.9709714406957,61.1694394032167,66.52333930281,35.9095825392961,"Des_Moines","med",0.1,"Dry"
5,0.53,8,0.06625,0.53,1996-01-17 18:00:00,1996-01-18 01:00:00,7,1996,NA,0.874167084693909,4.02870178222656,24.9527436198041,60.7843809790502,60.8049063163613,62.9985456408434,78.3015191506486,58.9487575296617,"Des_Moines","med",0.1,"Norm"
12,0.01,1,0.01,0.01,1996-02-08 04:00:00,1996-02-08 04:00:00,216,1996,NA,0.840691030025482,1.46690845489502,19.772832095623,31.2106820344925,65.3075087476095,65.4218565549525,42.6896049838606,36.6472284272062,"Des_Moines","med",0.1,"Norm"
16,0.14,3,0.0466666666666667,0.14,1996-02-21 16:00:00,1996-02-21 18:00:00,141,1996,NA,0.834317982196808,2.30803489685059,83.4973821565509,92.8849042579532,62.6056899221572,63.3465671411901,63.8515871950086,10.1066176214511,"Des_Moines","med",0.1,"Norm"
21,0.14,3,0.0466666666666667,0.14,1996-03-16 20:00:00,1996-03-16 22:00:00,253,1996,NA,0.22202242910862,1.85714662075043,1.46466982236598,17.279972933582,65.1620367841011,65.6150981323301,88.0449703524805,91.5238882144339,"Des_Moines","med",0.1,"Norm"
22,0.52,8,0.065,0.52,1996-03-24 17:00:00,1996-03-25 00:00:00,187,1996,NA,2.3748254776001,14.1605176925659,55.3743994369215,133.860202372154,2.24167280684783,49.1992374526691,83.2292467750183,58.6326641857516,"Des_Moines","med",0.1,"Norm"
23,0.05,6,0.00833333333333333,0.05,1996-03-25 06:00:00,1996-03-25 11:00:00,6,1996,NA,1.19709455966949,1.61643302440643,52.5494302511215,55.7876510620117,65.4322560368652,65.6200229840398,25.9422109302006,5.8045476897579,"Des_Moines","med",0.1,"Norm"
25,0.53,9,0.0588888888888889,0.53,1996-03-30 14:00:00,1996-03-30 22:00:00,8,1996,NA,4.0168514251709,7.24819898605347,92.587246902287,152.392554174643,14.1004846253073,51.333839995239,44.5813859015202,39.2442449673878,"Des_Moines","med",0.1,"Norm"
26,0.18,9,0.02,0.18,1996-04-14 08:00:00,1996-04-14 16:00:00,346,1996,NA,0.0405814461410046,1.46218585968018,0.454067253001085,21.9680484823464,65.9538697387675,65.995767371929,97.224604117709,97.933056031964,"Des_Moines","med",0.1,"Norm"
28,0.43,4,0.1075,0.43,1996-04-20 01:00:00,1996-04-20 04:00:00,123,1996,NA,1.41208374500275,6.92666435241699,20.3173833767266,84.2715981730862,53.0380874728199,55.771145427902,79.6137986026418,75.8905920651978,"Des_Moines","med",0.1,"Norm"
29,1.5,27,0.0555555555555556,1.5,1996-04-28 10:00:00,1996-04-29 12:00:00,198,1996,NA,24.045597076416,24.1417617797852,538.577163088135,626.203619998278,2.12788047575813,20.6179411252711,0.398333411812816,13.9932849494519,"Des_Moines","med",0.1,"Norm"
30,0.12,2,0.06,0.12,1996-05-02 10:00:00,1996-05-02 11:00:00,70,1996,NA,1.32341325283051,2.99166774749756,33.2348786592484,37.9141236543655,61.5118772252433,63.1916429866342,55.7633612911226,12.34169365953,"Des_Moines","med",0.1,"Norm"
32,0.31,13,0.0238461538461538,0.31,1996-05-03 07:00:00,1996-05-03 19:00:00,6,1996,NA,1.76801609992981,4.28446531295776,110.111313223839,139.240437865257,54.9175745548859,59.658370771084,58.7342650532683,20.9200179832863,"Des_Moines","med",0.1,"Norm"
33,0.56,4,0.14,0.56,1996-05-08 04:00:00,1996-05-08 07:00:00,105,1996,NA,8.13879299163818,12.369683265686,112.613229572773,154.878142513335,23.2412707208003,40.5557634184799,34.2037074286655,27.2891398713171,"Des_Moines","med",0.1,"Norm"
34,0.72,13,0.0553846153846154,0.72,1996-05-08 22:00:00,1996-05-09 10:00:00,15,1996,NA,11.8546056747437,13.5972938537598,274.320298194885,322.88830780983,-0.31354602625172,25.9444501550822,12.816433900443,15.041736860769,"Des_Moines","med",0.1,"Norm"
35,2.34,12,0.195,2.34,1996-05-09 19:00:00,1996-05-10 06:00:00,9,1996,1.02857142857143,163.365768432617,163.953353881836,1852.50863873959,1905.16929733753,0.206996887710821,1.66236186810126,0.358385745278644,2.76409338905153,"Des_Moines","med",0.1,"Norm"
38,0.62,3,0.206666666666667,0.62,1996-05-14 14:00:00,1996-05-14 16:00:00,39,1996,NA,29.2600269317627,40.5718383789062,242.207749962807,289.431721746922,0.397827699951342,15.7417716663923,27.8809437755837,16.3161009094253,"Des_Moines","med",0.1,"Norm"
39,0.01,1,0.01,0.01,1996-05-15 00:00:00,1996-05-15 00:00:00,8,1996,NA,2.23236727714539,2.0300829410553,50.1637670993805,45.5111657381058,0.813211646769984,0.813211646769984,-9.9643385006198,-10.2229887673019,"Des_Moines","med",0.1,"Norm"
40,0.32,3,0.106666666666667,0.32,1996-05-16 08:00:00,1996-05-16 10:00:00,32,1996,NA,3.18952178955078,14.0864171981812,78.4388175010681,115.386474490166,51.3048283109028,53.6362794132244,77.3574660988841,32.0207867970233,"Des_Moines","med",0.1,"Norm"
