"cum_vol_red","cum_peak_red","peak_diff","centroid_diff","ratio","rain","soil","city","peaks","time","vol","peak_red","time_diff","vol_red","storm_val"
0.444470493247683,-0.127167375305826,0,-0.0664420747354939,"5%","100yr","low","Atlanta",843.947875976562,49,6742.56608685887,0.137798326515879,0,1.08989019410498,7.75
0.899607697251174,-0.250097936200579,0,-0.124019359069138,"10%","100yr","low","Atlanta",842.777038574219,49,6685.45370765193,0.27634053288664,0,1.92770055085389,7.75
1.36855896504313,-0.36874252419643,0,-0.172479871776335,"15%","100yr","low","Atlanta",841.663696289062,49,6739.58187364669,0.408079488545767,0,1.13366712601768,7.75
1.84493347369994,-0.483164044116866,0,-0.212255413546808,"20%","100yr","low","Atlanta",840.478149414062,49,6623.49263917461,0.548362229334259,0,2.83663878117055,7.75
0.121592793409466,-0.0283740614383948,0,-0.0193806752157531,"1%","50yr","low","Atlanta",787.893920898438,49,5990.09770770247,0.0286388004478123,0,0.501417420417746,6.92
0.515883195910962,-0.140395012085864,0,-0.0760194137028652,"5%","50yr","low","Atlanta",787.071594238281,49,5964.1254198578,0.132979135340559,0,0.932830387783917,6.92
1.05646501751235,-0.276155974155644,0,-0.141380421507766,"10%","50yr","low","Atlanta",786.154541015625,49,5945.53193887102,0.249338782914485,0,1.24167760425354,6.92
1.56364912851743,-0.407228119029395,0,-0.190113521708238,"15%","50yr","low","Atlanta",785.333435058594,49,5815.47355359853,0.353524229757216,0,3.40201381555812,6.92
2.07501473963798,-0.533672315837948,0,-0.228838925818976,"20%","50yr","low","Atlanta",784.558715820312,49,5771.50991112568,0.451823930699369,0,4.13227237302024,6.92
0.145404245406615,-0.0369428972135851,0,-0.021811555969797,"1%","10yr","low","Atlanta",613.744079589844,49,4268.39401496758,0.0565534798628364,0,0.194105492063195,5.16
0.784669055235293,-0.183132469497405,0,-0.108285563531615,"5%","10yr","low","Atlanta",612.886474609375,49,4233.41974378714,0.196207776093542,0,1.01189279278732,5.16
1.63687464499198,-0.359936290465822,0,-0.195424922011145,"10%","10yr","low","Atlanta",610.736572265625,49,4190.68091785201,0.546302639834939,0,2.01123510694973,5.16
2.39926858425238,-0.531053660687772,0,-0.250332499916921,"15%","10yr","low","Atlanta",609.608215332031,49,4148.68855008293,0.730046784338324,0,2.99312333306058,5.16
3.19305472545997,-0.696290613295991,0,-0.290139205323469,"20%","10yr","low","Atlanta",608.105285644531,49,4106.95614416271,0.974787186472328,0,3.96893299079857,5.16
0.252401165680857,-0.0500646832329643,0,-0.0344134789928545,"1%","2yr","low","Atlanta",417.049926757812,49,2972.89081212638,0.0808148310898377,0,0.321442716534434,3.75
1.27989499344771,-0.247848679317962,0,-0.152120882743578,"5%","2yr","low","Atlanta",415.910400390625,49,2937.31065863232,0.353829016640778,0,1.51441568202164,3.75
2.60585885438198,-0.487827212819561,0,-0.25406522379017,"10%","2yr","low","Atlanta",414.510009765625,49,2893.98307671306,0.689342539580294,0,2.96715348143124,3.75
3.86517819068869,-0.719758190274941,0,-0.307744763816821,"15%","2yr","low","Atlanta",412.973815917969,49,2851.20475217479,1.0573925682965,0,4.40147513750614,3.75
5.09291883898928,-0.943728081652001,0,-0.335335650899098,"20%","2yr","low","Atlanta",411.583953857422,49,2808.97202674908,1.39038359809153,0,5.81750330894526,3.75
0.621205757697488,-0.0935963389784985,0,-0.0568548973799578,"1%","6_month","low","Atlanta",163.034255981445,49,1488.04319722468,0.0168344623059639,0,0.626218921497641,1.875
3.24802810284151,-0.463228135388707,0,-0.221609413358795,"5%","6_month","low","Atlanta",162.92529296875,49,1451.68916021467,0.0836576392525386,0,3.05399663782377,1.875
6.33811800394286,-0.911060035766262,0,-0.27813714023313,"10%","6_month","low","Atlanta",162.616317749023,49,1406.84988420105,0.273141256391762,0,6.0484314812522,1.875
11.6730020487849,-1.34306146033987,0,-0.314184859736532,"15%","6_month","low","Atlanta",161.977905273438,49,1365.49709095635,0.664657136558089,0,8.81003371870571,1.875
12.3585003602889,-1.75944855372269,0,-0.249494805996473,"20%","6_month","low","Atlanta",156.329116821289,49,1326.16645235633,4.12886008886799,0,11.4365934027297,1.875
2.0168620823065,-0.363506043652729,0,-0.117899996291838,"1%","1_month","low","Atlanta",46.0412216186523,49,685.877201299129,-0.271201963713569,0,1.38227808734647,0.9375
10.4064197302768,-1.80716850407921,0.00130890052356021,-0.265009544019669,"5%","1_month","low","Atlanta",45.8133392333984,49,648.68128316137,0.225093309792165,0,6.73043181551744,0.9375
17.1577890865682,-3.57734241269369,0.00130890052356021,-0.119369617333784,"10%","1_month","low","Atlanta",36.296199798584,50,597.515030148122,20.9520631171809,5,14.0872870972143,0.9375
33.8581393372354,35.8200182891281,-0.0929319371727749,-0.161659883677201,"15%","1_month","low","Atlanta",28.6431713104248,51,560.599309441332,37.619265641177,10,19.3951531000086,0.9375
40.2267390601523,38.3579167657315,-0.0732984293193717,-0.0122638791382996,"20%","1_month","low","Atlanta",22.1916599273682,51,520.689743592045,51.6697355922088,10,25.1334841877381,0.9375
0.290331610565793,-0.0159443522739658,0,-0.0367249787279658,"1%","100yr","low","Seattle",152.526473999023,33,3437.5076685848,0.0319426544345835,0,0.249490218927624,4.42
1.20159986637085,-0.0781371101021183,0,-0.142106747658402,"5%","100yr","low","Seattle",152.325286865234,33,3403.50569468371,0.163803612080164,0,1.23616852111536,4.42
2.36250717289347,-0.15110681022153,0,-0.265658999398879,"10%","100yr","low","Seattle",152.064468383789,33,3361.33694108521,0.334747817543638,0,2.45983260388195,4.42
3.4218258378425,-0.218602338722806,0,-0.363626676959457,"15%","100yr","low","Seattle",151.800262451172,33,3319.57085033654,0.507912207504444,0,3.67181210921291,4.42
4.71406189261089,-0.280822183795179,0,-0.475293148410335,"20%","100yr","low","Seattle",151.522994995117,33,3278.23658965125,0.689637308860366,0,4.87126065516462,4.42
0.218322002492141,-0.0227110168404264,0,-0.0251462978777425,"1%","50yr","low","Seattle",130.737258911133,33,3050.57898127303,0.0600712900408683,0,0.277530266742856,4.01
1.40756756587978,-0.111240883273342,0,-0.163880698307164,"5%","50yr","low","Seattle",130.347595214844,33,3016.36017347054,0.357943238346432,0,1.39613235714605,4.01
2.63575642848368,-0.215881663700336,0,-0.289380849870438,"10%","50yr","low","Seattle",129.776107788086,33,2974.2428852382,0.794807321045586,0,2.77293329453503,4.01
4.08530450291383,-0.313833959558196,0,-0.423016819759215,"15%","50yr","low","Seattle",129.195419311523,33,2933.33160197629,1.23870499362719,0,4.11031030784286,4.01
5.23866275132862,-0.405424561020359,0,-0.512317593699311,"20%","50yr","low","Seattle",128.670837402344,33,2892.64250138499,1.63971293155244,0,5.44042423936183,4.01
0.474074246053523,-0.0615768814982715,0,-0.0558087377253513,"1%","10yr","low","Seattle",71.6826324462891,33,2157.01337734705,-0.0379897057267139,0,0.399882865825358,3.08
2.24218265494294,-0.302539503705837,0,-0.249364197990343,"5%","10yr","low","Seattle",71.7845001220703,33,2122.28156489174,-0.18015297670852,0,2.00362469939977,3.08
4.43564970135682,-0.589518588159842,0,-0.457102121041482,"10%","10yr","low","Seattle",71.8947677612305,33,2079.43325518021,-0.334038967983239,0,3.98214588572544,3.08
6.55864865517462,-0.862084613571468,0.00261780104712042,-0.625921539883602,"15%","10yr","low","Seattle",71.9805526733398,33,2037.14802658619,-0.453757648249822,0,5.93466679507188,3.08
8.31882158407842,-1.13025717444332,0.00523560209424084,-0.743397891288212,"20%","10yr","low","Seattle",72.0303573608398,33,1995.20782321124,-0.523263477561478,0,7.87125616101912,3.08
0.835670613623838,-0.327969205682182,0.00261780104712042,-0.0873503639413045,"1%","2yr","low","Seattle",33.2609024047852,33,1435.82042355303,-0.317007480677017,0,0.607136589630673,2.25
4.27576571577413,-1.65852388536106,0.00785340314136126,-0.426597155793689,"5%","2yr","low","Seattle",33.6723594665527,33,1401.23243483175,-1.55798827671751,0,3.00144661769578,2.25
8.48490369200869,-3.31089704540857,0.0117801047120419,-0.766564276512919,"10%","2yr","low","Seattle",34.159351348877,33,1353.96006315136,-3.02678691926785,0,6.27381710667855,2.25
12.8482756872742,-4.95795125933714,0.0196335078534031,-1.06327743246065,"15%","2yr","low","Seattle",34.559326171875,33,1311.00352065645,-4.2331365493069,0,9.24742974704812,2.25
15.9034437868415,-6.60426867772939,0.0222513089005236,-1.23112114143457,"20%","2yr","low","Seattle",31.8865585327148,34,1271.8810377246,3.82810147690993,5,11.9556344351372,2.25
2.65560506452206,-0.264316163316856,0,-0.217000005442875,"1%","6_month","low","Seattle",13.7557458877563,33,712.903876235256,-0.149391467230979,0,1.33248514575522,1.125
13.6008365703255,-1.27841647451156,0,-1.02373899611365,"5%","6_month","low","Seattle",13.8133764266968,33,675.246162891283,-0.568973469683482,0,6.54439816040286,1.125
25.330937609435,-2.42222898320421,-0.00271739130434783,-1.73613201509748,"10%","6_month","low","Seattle",9.87226676940918,36,629.577058018809,28.1244712263466,15,12.865105949482,1.125
39.3007171448191,49.7067592504779,-0.915760869565217,-3.17002597343243,"15%","6_month","low","Seattle",6.3079047203064,48,585.276472611898,54.0749862401682,75,18.9964075378124,1.125
52.2032291128187,51.6204882652044,-1.37907608695652,-4.6645912481074,"20%","6_month","low","Seattle",4.76250028610229,41,537.963752224883,65.3263800154821,40,25.5445954453222,1.125
6.76066591789637,0.0551293677785281,0,-0.404496827395563,"1%","1_month","low","Seattle",6.02707386016846,34,417.512993693818,0.669405607333858,0,2.32154302963078,0.5625
33.1230079635423,30.8795702261283,-0.243169398907104,-1.93159710918053,"5%","1_month","low","Seattle",4.12512016296387,41,379.850722128308,32.0149964585103,35,11.132748017459,0.5625
63.9594445237313,59.6832688689344,-0.195075757575758,2.49342208998024,"10%","1_month","low","Seattle",2.46562528610229,84,332.402954842234,59.3646882549929,250,22.2333000127141,0.5625
64.0119570843405,59.7321956022598,-0.112595419847328,2.65926804064297,"15%","1_month","low","Seattle",2.44911646842957,84,331.101567730397,59.636765669373,250,22.537763554988,0.5625
64.0178512127137,59.7377805491398,-0.112595419847328,2.65925605091878,"20%","1_month","low","Seattle",2.43541073799133,85,329.576412743971,59.8626461517763,255,22.8945782840262,0.5625
0.0762640326884203,-0.0277489648383005,0,-0.0120422535779176,"1%","100yr","low","Des_Moines",800.668701171875,49,6211.63922795059,0.0294314487299133,0,0.167968631102613,7.1
0.501133978743136,-0.137289683526161,0,-0.0738627697267972,"5%","100yr","low","Des_Moines",799.775756835938,49,6146.75749258399,0.140923446378446,0,1.21073290035393,7.1
1.05014345913835,-0.270034017400376,0,-0.14067889982659,"10%","100yr","low","Des_Moines",798.68408203125,49,6126.06279617861,0.277228700646501,0,1.54333328245837,7.1
1.55718102492149,-0.398183505673724,0,-0.189489164009317,"15%","100yr","low","Des_Moines",797.585815429688,49,6068.89721984752,0.414356999053042,0,2.46208522539602,7.1
2.06576207438581,-0.521800414657044,0,-0.228256914348353,"20%","100yr","low","Des_Moines",796.508239746094,49,6005.95440559624,0.548901853358226,0,3.47368760218979,7.1
0.131341482648417,-0.0311887132654888,0,-0.0203818724081114,"1%","50yr","low","Des_Moines",725.122253417969,49,5261.66532952222,0.0297965052679481,0,0.305319903483856,6.21
0.655387514854018,-0.154354693314037,0,-0.0944894190253771,"5%","50yr","low","Des_Moines",724.742248535156,49,5265.78632913177,0.0821865198960884,0,0.227237830219657,6.21
1.25151258311424,-0.303672886183581,0,-0.162467717907301,"10%","50yr","low","Des_Moines",723.610290527344,49,5242.25728638536,0.238245821420902,0,0.673051131270732,6.21
1.90348789575405,-0.447883807416052,0,-0.21988849807925,"15%","50yr","low","Des_Moines",722.577514648438,49,5183.63702746756,0.380631211321763,0,1.78375042398216,6.21
2.47201008270949,-0.58704278841925,0,-0.256771100896566,"20%","50yr","low","Des_Moines",721.951293945312,49,5122.67899659593,0.466966185636688,0,2.93874432923171,6.21
0.213917941917245,-0.0431195900092742,0,-0.0308917009022953,"1%","10yr","low","Des_Moines",514.833801269531,49,3551.58215840676,0.0459182415932291,0,0.249613658325676,4.39
1.06502971018754,-0.213510522466132,0,-0.137023753294264,"5%","10yr","low","Des_Moines",513.629760742188,49,3517.31204999726,0.279680603376359,0,1.2121301935906,4.39
2.05149931943085,-0.420322216897413,0,-0.225030995586411,"10%","10yr","low","Des_Moines",512.013366699219,49,3474.42729280637,0.593500678760485,0,2.41659933077047,4.39
2.96157189183154,-0.620290935942219,0,-0.277888450159759,"15%","10yr","low","Des_Moines",510.568023681641,49,3432.84889486436,0.874111496837507,0,3.58437782305922,4.39
3.96432807097914,-0.813491188769033,0,-0.315648070449094,"20%","10yr","low","Des_Moines",508.865112304688,49,3390.81545363556,1.20472876124316,0,4.76493674436098,4.39
0.364558525369919,-0.0598471317088849,0,-0.0452900851740496,"1%","2yr","low","Des_Moines",324.468780517578,49,2392.01189580113,0.0543712399453392,0,0.378812919902611,3.04
1.7490861991869,-0.296094485791165,0,-0.180917553552098,"5%","2yr","low","Des_Moines",323.705963134766,49,2356.44284977164,0.289340727095011,0,1.86017285585648,3.04
3.44032864247542,-0.58234679473256,0,-0.276673692395335,"10%","2yr","low","Des_Moines",322.737609863281,49,2312.21221360851,0.587621123828337,0,3.70226590213821,3.04
4.9566071686845,-0.858541500557895,0,-0.314154925289275,"15%","2yr","low","Des_Moines",321.7373046875,49,2269.43174613402,0.895743617418989,0,5.48396312577321,3.04
6.49199292537337,-1.12475849361922,0,-0.32820886928504,"20%","2yr","low","Des_Moines",320.74560546875,49,2226.62368311578,1.2012152310538,0,7.26680963333532,3.04
0.857903622881752,-0.128839420564532,0,-0.0712870103288437,"1%","6_month","low","Des_Moines",120.994445800781,49,1190.2024184726,-0.0222510156756135,0,0.803859081183528,1.52
4.47928727862056,-0.637556701810724,0,-0.246040421446143,"5%","6_month","low","Des_Moines",121.063095092773,49,1152.38786771419,-0.0790011968119996,0,3.95547215774488,1.52
8.260847514163,-1.25468725874113,0,-0.260556781396585,"10%","6_month","low","Des_Moines",120.175025939941,49,1105.54872969742,0.655137260006902,0,7.85922975654885,1.52
12.7347444729711,-1.85109638588034,0,-0.235755947979757,"15%","6_month","low","Des_Moines",111.073959350586,49,1065.55944936146,8.17869886555139,0,11.1920933315856,1.52
13.7058380931348,-2.42626458519323,0,-0.135020473438427,"20%","6_month","low","Des_Moines",99.9686965942383,50,1001.00663869195,17.3590655481621,5,16.5721779327377,1.52
3.2954987854909,-0.443120252859929,0,-0.157489088773909,"1%","1_month","low","Des_Moines",26.4361171722412,49,526.481093876035,-0.440236882951847,0,1.75672573187841,0.76
20.751297576978,-2.2195456466288,0,-0.341923766601737,"5%","1_month","low","Des_Moines",22.4862937927246,50,489.972360417545,14.566550736413,5,8.56938729952945,0.76
38.04725702549,34.1508865391181,-0.00925925925925926,-0.171395787418755,"10%","1_month","low","Des_Moines",13.9735851287842,51,442.26539221546,46.909366784283,10,17.4716799290187,0.76
52.4817640087544,51.232922171882,-0.0425531914893617,-0.117890779769338,"15%","1_month","low","Des_Moines",7.26182985305786,52,405.152806646956,72.409718647688,15,24.3970224820869,0.76
54.9721265649898,51.2530950173411,-0.038563829787234,0.298484582208772,"20%","1_month","low","Des_Moines",7.16448593139648,52,396.693148595918,72.7795629212279,15,25.9756252387481,0.76
0.0550308924912732,-0.0181480725960186,0,-0.00879407414271294,"1%","100yr","low","Tampa",1048.03845214844,49,10258.6924407686,0.023662126263295,0,0.235948642687915,11.4
0.268589252584362,-0.089761261220347,0,-0.0415802647043549,"5%","100yr","low","Tampa",1047.06555175781,49,10171.5845990552,0.116470761262537,0,1.08305769138003,11.4
0.552519689951954,-0.176424018087777,0,-0.0810634773026163,"10%","100yr","low","Tampa",1045.77062988281,49,10171.4295995907,0.239998239314227,0,1.08456503499395,11.4
0.803446135934724,-0.259969099895281,0,-0.111449583436826,"15%","100yr","low","Tampa",1044.44189453125,49,10121.144943712,0.366751312333895,0,1.57357482064923,11.4
1.09255219482549,-0.34045836624682,0,-0.14267053741478,"20%","100yr","low","Tampa",1043.22668457031,49,10099.4684603665,0.482674770479122,0,1.78437496016176,11.4
0.0588100148955887,-0.0213755948720111,0,-0.00933059376782519,"1%","50yr","low","Tampa",948.801513671875,49,8443.29585822671,0.0253197918001819,0,0.358520715302882,9.54
0.337937123394097,-0.105730562506852,0,-0.051938804395724,"5%","50yr","low","Tampa",947.839172363281,49,8442.9533436868,0.126721152560524,0,0.362562816397773,9.54
0.696434536712878,-0.207865568143247,0,-0.100230238545388,"10%","50yr","low","Tampa",946.639343261719,49,8456.08660375214,0.253146468081981,0,0.207573878107097,9.54
1.03711163994046,-0.306378655581452,0,-0.139119967907563,"15%","50yr","low","Tampa",945.428405761719,49,8349.23018166659,0.380742269279748,0,1.46861366001871,9.54
1.40584986536748,-0.401332747821756,0,-0.175331936182637,"20%","50yr","low","Tampa",944.22216796875,49,8348.76349199725,0.507842864999076,0,1.47412118336045,9.54
0.130979383158177,-0.0310558884563102,0,-0.0203742521656351,"1%","10yr","low","Tampa",727.666198730469,49,5319.14508890475,0.0362892072057554,0,1.84748476138211,6.24
0.653333229169732,-0.15369954089071,0,-0.0943272606694294,"5%","10yr","low","Tampa",726.613220214844,49,5269.06974553449,0.180942950901155,0,2.77150935952304,6.24
1.2496808927935,-0.302380928434323,0,-0.162340269888113,"10%","10yr","low","Tampa",725.471313476562,49,5273.49589927394,0.337813278445628,0,2.68983493344552,6.24
1.88337871453779,-0.4459752060074,0,-0.218357889051531,"15%","10yr","low","Tampa",724.81689453125,49,5148.28196319224,0.427714590751568,0,5.00036840525877,6.24
2.46998191073336,-0.584536423026739,0,-0.256702900551775,"20%","10yr","low","Tampa",723.990783691406,49,5100.20600659194,0.541202210790824,0,5.8874989467184,6.24
0.206925388302165,-0.0437952565583746,0,-0.029619453406551,"1%","2yr","low","Tampa",504.682983398438,49,3487.87271075315,0.0695149591309567,0,0.256134953336932,4.32
1.07035946287065,-0.21686098996933,0,-0.13649357081417,"5%","2yr","low","Tampa",503.616821289062,49,3453.29673760684,0.280621931679557,0,1.24491564729122,4.32
2.05461775731483,-0.426922612050958,0,-0.223869168924724,"10%","2yr","low","Tampa",502.227874755859,49,3410.95378198316,0.555642301544581,0,2.45581134264833,4.32
3.14685179215156,-0.630036454714726,0,-0.286644934999884,"15%","2yr","low","Tampa",500.390319824219,49,3368.42947674698,0.919490027044606,0,3.67189315366286,4.32
3.97378487956951,-0.826278438347822,0,-0.313885385773012,"20%","2yr","low","Tampa",499.094879150391,49,3327.06812751725,1.17599563380312,0,4.85471752193735,4.32
0.593326368308121,-0.0831962009246041,0,-0.0617866886527052,"1%","6_month","low","Tampa",207.233993530273,49,1713.39725781774,0.0440706469840347,0,0.531686287387948,2.16
2.75556342018951,-0.411554707176819,0,-0.217068818462673,"5%","6_month","low","Tampa",206.880310058594,49,1677.31491799881,0.214664088273771,0,2.62638410496545,2.16
5.55080011818753,-0.809242926881725,0,-0.29672804811616,"10%","6_month","low","Tampa",206.390747070312,49,1633.45831310533,0.450796793323164,0,5.17240343236379,2.16
7.80486881029478,-1.19270181070643,0,-0.298169331808347,"15%","6_month","low","Tampa",205.355377197266,49,1587.23474434564,0.950190527534035,0,7.85583275228756,2.16
11.8339108160863,-1.56206381178302,0,-0.314474317516668,"20%","6_month","low","Tampa",201.232559204102,49,1551.43238475595,2.93876439536257,0,9.93427680200795,2.16
1.43466270328333,-0.254883385882322,0,-0.0965812226333945,"1%","1_month","low","Tampa",65.5559997558594,49,813.656765182574,-0.169876744932143,0,1.17693660233806,1.08
7.30534000674916,-1.26265912342013,0,-0.249234379287003,"5%","1_month","low","Tampa",65.8984527587891,49,776.010829369602,-0.693146548186613,0,5.74924136363982,1.08
14.3542127668869,-2.49070965842901,0,-0.199486937841047,"10%","1_month","low","Tampa",55.555347442627,49,728.03217000531,15.1111671460334,0,11.5765119020079,1.08
22.2317185109311,14.1187125672163,-0.00916230366492147,-0.100190524300263,"15%","1_month","low","Tampa",47.8490180969238,50,679.640339058039,26.886474724131,5,17.4539643884479,1.08
30.1939618132691,29.4057373456887,-0.049738219895288,-0.104711340360171,"20%","1_month","low","Tampa",42.9929428100586,51,643.580295020338,34.3065806604442,10,21.8336539216144,1.08
0.409482360115936,-0.067602106300112,0,-0.0461795312073314,"1%","100yr","low","Elko",272.931793212891,49,2083.61143057716,0.0496319235751078,0,0.439653155682784,2.64
2.13946480388066,-0.334352986742827,0,-0.198530510579504,"5%","100yr","low","Elko",272.288940429688,49,2047.04349609817,0.285051079195384,0,2.18696370825531,2.64
4.19686403389695,-0.657372559331525,0,-0.288190838820096,"10%","100yr","low","Elko",271.499328613281,49,2002.28014903468,0.574214869013519,0,4.32587228504265,2.64
6.01426387785981,-0.968812073322303,0,-0.313036069738271,"15%","100yr","low","Elko",270.662994384766,49,1958.20492218793,0.880488876123592,0,6.4319006969185,2.64
7.56352043126548,-1.26871386081668,0,-0.310011589292315,"20%","100yr","low","Elko",269.542633056641,49,1912.02187255962,1.29077646411939,0,8.63864633665075,2.64
0.512351210365239,-0.075265906101743,0,-0.0553249499854509,"1%","50yr","low","Elko",235.4375,49,1868.13767595111,0.0412995407426286,0,0.497584649890763,2.36
2.42996128103249,-0.372294164682122,0,-0.20507373274269,"5%","50yr","low","Elko",235.018478393555,49,1831.253245134,0.219201766363542,0,2.46215610646099,2.36
4.84588788879716,-0.731956750295616,0,-0.289920404067683,"10%","50yr","low","Elko",234.464599609375,49,1787.44100064534,0.454359731762236,0,4.79572295469186,2.36
7.50317590513232,-1.0786897242619,0,-0.31611628544533,"15%","50yr","low","Elko",233.745300292969,49,1744.70178616773,0.759749590681061,0,7.0721371212888,2.36
11.4792327863601,-1.41252764157978,0,-0.341279226081806,"20%","50yr","low","Elko",231.340270996094,49,1701.70129369515,1.78084267518148,0,9.36246770952458,2.36
0.791398579110862,-0.102682965369408,0,-0.0727065461171467,"1%","10yr","low","Elko",147.371215820312,49,1367.64345303905,0.0204966822289624,0,0.689546710931694,1.72
3.71647309471191,-0.508201627240316,0,-0.234559235104611,"5%","10yr","low","Elko",147.236846923828,49,1330.55954148673,0.111655158849287,0,3.3823684824317,1.72
7.13054706049447,-0.999730570235104,0,-0.276210505508115,"10%","10yr","low","Elko",146.934265136719,49,1284.38781786072,0.31693253693026,0,6.73509524191542,1.72
